position_id,source_game_id,phase,ply,fen,side_to_move,move_uci,teacher_cp,teacher_target,is_best,legal_move_count
dev_source_000_offset_12,dev_source_000,middle,12,rnb1kb1r/1ppqnpp1/3p4/p3p2p/2B1P3/1P5N/PBPP1PPP/RN1Q1RK1 w kq - 2 7,white,b1c3,211.0,0.4834677598628625,0,34
dev_source_000_offset_12,dev_source_000,middle,12,rnb1kb1r/1ppqnpp1/3p4/p3p2p/2B1P3/1P5N/PBPP1PPP/RN1Q1RK1 w kq - 2 7,white,d2d4,184.0,0.4300842114019795,0,34
dev_source_000_offset_12,dev_source_000,middle,12,rnb1kb1r/1ppqnpp1/3p4/p3p2p/2B1P3/1P5N/PBPP1PPP/RN1Q1RK1 w kq - 2 7,white,b1a3,163.0,0.3863478986519003,0,34
dev_source_000_offset_12,dev_source_000,middle,12,rnb1kb1r/1ppqnpp1/3p4/p3p2p/2B1P3/1P5N/PBPP1PPP/RN1Q1RK1 w kq - 2 7,white,f2f4,161.0,0.3820860248314457,0,34
dev_source_000_offset_12,dev_source_000,middle,12,rnb1kb1r/1ppqnpp1/3p4/p3p2p/2B1P3/1P5N/PBPP1PPP/RN1Q1RK1 w kq - 2 7,white,f2f3,137.0,0.32970746081194724,0,34
dev_source_000_offset_12,dev_source_000,middle,12,rnb1kb1r/1ppqnpp1/3p4/p3p2p/2B1P3/1P5N/PBPP1PPP/RN1Q1RK1 w kq - 2 7,white,c4e2,106.0,0.25896622393478974,0,34
dev_source_000_offset_12,dev_source_000,middle,12,rnb1kb1r/1ppqnpp1/3p4/p3p2p/2B1P3/1P5N/PBPP1PPP/RN1Q1RK1 w kq - 2 7,white,a2a4,82.0,0.20217575769673954,0,34
dev_source_000_offset_12,dev_source_000,middle,12,rnb1kb1r/1ppqnpp1/3p4/p3p2p/2B1P3/1P5N/PBPP1PPP/RN1Q1RK1 w kq - 2 7,white,d1e2,66.0,0.1635187536836725,0,34
dev_source_000_offset_12,dev_source_000,middle,12,rnb1kb1r/1ppqnpp1/3p4/p3p2p/2B1P3/1P5N/PBPP1PPP/RN1Q1RK1 w kq - 2 7,white,f1e1,62.0,0.15377052226409266,0,34
dev_source_000_offset_12,dev_source_000,middle,12,rnb1kb1r/1ppqnpp1/3p4/p3p2p/2B1P3/1P5N/PBPP1PPP/RN1Q1RK1 w kq - 2 7,white,d1f3,47.0,0.11696222487632274,0,34
dev_source_000_offset_12,dev_source_000,middle,12,rnb1kb1r/1ppqnpp1/3p4/p3p2p/2B1P3/1P5N/PBPP1PPP/RN1Q1RK1 w kq - 2 7,white,g1h1,44.0,0.10955847021442953,0,34
dev_source_000_offset_12,dev_source_000,middle,12,rnb1kb1r/1ppqnpp1/3p4/p3p2p/2B1P3/1P5N/PBPP1PPP/RN1Q1RK1 w kq - 2 7,white,a2a3,29.0,0.07237324046358946,0,34
dev_source_000_offset_12,dev_source_000,middle,12,rnb1kb1r/1ppqnpp1/3p4/p3p2p/2B1P3/1P5N/PBPP1PPP/RN1Q1RK1 w kq - 2 7,white,b2c1,16.0,0.03997868031116357,0,34
dev_source_000_offset_12,dev_source_000,middle,12,rnb1kb1r/1ppqnpp1/3p4/p3p2p/2B1P3/1P5N/PBPP1PPP/RN1Q1RK1 w kq - 2 7,white,d1e1,9.0,0.02249620389370967,0,34
dev_source_000_offset_12,dev_source_000,middle,12,rnb1kb1r/1ppqnpp1/3p4/p3p2p/2B1P3/1P5N/PBPP1PPP/RN1Q1RK1 w kq - 2 7,white,c2c3,-1.0,-0.0024999947916796877,0,34
dev_source_000_offset_12,dev_source_000,middle,12,rnb1kb1r/1ppqnpp1/3p4/p3p2p/2B1P3/1P5N/PBPP1PPP/RN1Q1RK1 w kq - 2 7,white,c4d3,-20.0,-0.04995837495787998,0,34
dev_source_000_offset_12,dev_source_000,middle,12,rnb1kb1r/1ppqnpp1/3p4/p3p2p/2B1P3/1P5N/PBPP1PPP/RN1Q1RK1 w kq - 2 7,white,d1c1,-20.0,-0.04995837495787998,0,34
dev_source_000_offset_12,dev_source_000,middle,12,rnb1kb1r/1ppqnpp1/3p4/p3p2p/2B1P3/1P5N/PBPP1PPP/RN1Q1RK1 w kq - 2 7,white,b2a3,-68.0,-0.16838104587081473,0,34
dev_source_000_offset_12,dev_source_000,middle,12,rnb1kb1r/1ppqnpp1/3p4/p3p2p/2B1P3/1P5N/PBPP1PPP/RN1Q1RK1 w kq - 2 7,white,b3b4,-68.0,-0.16838104587081473,0,34
dev_source_000_offset_12,dev_source_000,middle,12,rnb1kb1r/1ppqnpp1/3p4/p3p2p/2B1P3/1P5N/PBPP1PPP/RN1Q1RK1 w kq - 2 7,white,c4d5,-76.0,-0.18774620586828542,0,34
dev_source_000_offset_12,dev_source_000,middle,12,rnb1kb1r/1ppqnpp1/3p4/p3p2p/2B1P3/1P5N/PBPP1PPP/RN1Q1RK1 w kq - 2 7,white,b2c3,-88.0,-0.21651806149302882,0,34
dev_source_000_offset_12,dev_source_000,middle,12,rnb1kb1r/1ppqnpp1/3p4/p3p2p/2B1P3/1P5N/PBPP1PPP/RN1Q1RK1 w kq - 2 7,white,d2d3,-130.0,-0.3140209253469976,0,34
dev_source_000_offset_12,dev_source_000,middle,12,rnb1kb1r/1ppqnpp1/3p4/p3p2p/2B1P3/1P5N/PBPP1PPP/RN1Q1RK1 w kq - 2 7,white,c4f7,-188.0,-0.43819931483276775,0,34
dev_source_000_offset_12,dev_source_000,middle,12,rnb1kb1r/1ppqnpp1/3p4/p3p2p/2B1P3/1P5N/PBPP1PPP/RN1Q1RK1 w kq - 2 7,white,b2e5,-250.0,-0.5545997223493823,0,34
dev_source_000_offset_12,dev_source_000,middle,12,rnb1kb1r/1ppqnpp1/3p4/p3p2p/2B1P3/1P5N/PBPP1PPP/RN1Q1RK1 w kq - 2 7,white,b2d4,-328.0,-0.6750698748386078,0,34
dev_source_000_offset_12,dev_source_000,middle,12,rnb1kb1r/1ppqnpp1/3p4/p3p2p/2B1P3/1P5N/PBPP1PPP/RN1Q1RK1 w kq - 2 7,white,h3f4,-472.0,-0.8274516110081667,0,34
dev_source_000_offset_12,dev_source_000,middle,12,rnb1kb1r/1ppqnpp1/3p4/p3p2p/2B1P3/1P5N/PBPP1PPP/RN1Q1RK1 w kq - 2 7,white,g2g4,-606.0,-0.9078223459254406,0,34
dev_source_000_offset_12,dev_source_000,middle,12,rnb1kb1r/1ppqnpp1/3p4/p3p2p/2B1P3/1P5N/PBPP1PPP/RN1Q1RK1 w kq - 2 7,white,c4e6,-680.0,-0.935409070603099,0,34
dev_source_000_offset_12,dev_source_000,middle,12,rnb1kb1r/1ppqnpp1/3p4/p3p2p/2B1P3/1P5N/PBPP1PPP/RN1Q1RK1 w kq - 2 7,white,c4b5,-754.0,-0.9549347210871054,0,34
dev_source_000_offset_12,dev_source_000,middle,12,rnb1kb1r/1ppqnpp1/3p4/p3p2p/2B1P3/1P5N/PBPP1PPP/RN1Q1RK1 w kq - 2 7,white,c4a6,-779.0,-0.9601244542600316,0,34
dev_source_000_offset_12,dev_source_000,middle,12,rnb1kb1r/1ppqnpp1/3p4/p3p2p/2B1P3/1P5N/PBPP1PPP/RN1Q1RK1 w kq - 2 7,white,g2g3,-805.0,-0.9649001551103512,0,34
dev_source_000_offset_12,dev_source_000,middle,12,rnb1kb1r/1ppqnpp1/3p4/p3p2p/2B1P3/1P5N/PBPP1PPP/RN1Q1RK1 w kq - 2 7,white,d1h5,-849.0,-0.9717337500730344,0,34
dev_source_000_offset_12,dev_source_000,middle,12,rnb1kb1r/1ppqnpp1/3p4/p3p2p/2B1P3/1P5N/PBPP1PPP/RN1Q1RK1 w kq - 2 7,white,d1g4,-1031.0,-0.988525254639277,0,34
dev_source_000_offset_20,dev_source_000,late,20,1nbqkb2/rp1pnp1r/4p1p1/1P5p/p1p5/P3PPPB/2PP3P/RNBQK1NR w KQ - 0 11,white,f3f4,-28.0,-0.06988589031642899,1,20
dev_source_000_offset_20,dev_source_000,late,20,1nbqkb2/rp1pnp1r/4p1p1/1P5p/p1p5/P3PPPB/2PP3P/RNBQK1NR w KQ - 0 11,white,b1c3,-56.0,-0.13909244787845804,0,20
dev_source_000_offset_20,dev_source_000,late,20,1nbqkb2/rp1pnp1r/4p1p1/1P5p/p1p5/P3PPPB/2PP3P/RNBQK1NR w KQ - 0 11,white,d2d4,-56.0,-0.13909244787845804,0,20
dev_source_000_offset_20,dev_source_000,late,20,1nbqkb2/rp1pnp1r/4p1p1/1P5p/p1p5/P3PPPB/2PP3P/RNBQK1NR w KQ - 0 11,white,c1b2,-67.0,-0.165950908402399,0,20
dev_source_000_offset_20,dev_source_000,late,20,1nbqkb2/rp1pnp1r/4p1p1/1P5p/p1p5/P3PPPB/2PP3P/RNBQK1NR w KQ - 0 11,white,d1e2,-72.0,-0.1780808681173302,0,20
dev_source_000_offset_20,dev_source_000,late,20,1nbqkb2/rp1pnp1r/4p1p1/1P5p/p1p5/P3PPPB/2PP3P/RNBQK1NR w KQ - 0 11,white,e3e4,-72.0,-0.1780808681173302,0,20
dev_source_000_offset_20,dev_source_000,late,20,1nbqkb2/rp1pnp1r/4p1p1/1P5p/p1p5/P3PPPB/2PP3P/RNBQK1NR w KQ - 0 11,white,h3g2,-73.0,-0.1805005038603668,0,20
dev_source_000_offset_20,dev_source_000,late,20,1nbqkb2/rp1pnp1r/4p1p1/1P5p/p1p5/P3PPPB/2PP3P/RNBQK1NR w KQ - 0 11,white,g1e2,-74.0,-0.18291795686556014,0,20
dev_source_000_offset_20,dev_source_000,late,20,1nbqkb2/rp1pnp1r/4p1p1/1P5p/p1p5/P3PPPB/2PP3P/RNBQK1NR w KQ - 0 11,white,d2d3,-78.0,-0.1925653985935757,0,20
dev_source_000_offset_20,dev_source_000,late,20,1nbqkb2/rp1pnp1r/4p1p1/1P5p/p1p5/P3PPPB/2PP3P/RNBQK1NR w KQ - 0 11,white,a1a2,-83.0,-0.2045723537772613,0,20
dev_source_000_offset_20,dev_source_000,late,20,1nbqkb2/rp1pnp1r/4p1p1/1P5p/p1p5/P3PPPB/2PP3P/RNBQK1NR w KQ - 0 11,white,h3f1,-108.0,-0.26362483547220333,0,20
dev_source_000_offset_20,dev_source_000,late,20,1nbqkb2/rp1pnp1r/4p1p1/1P5p/p1p5/P3PPPB/2PP3P/RNBQK1NR w KQ - 0 11,white,e1f2,-118.0,-0.2867302913888035,0,20
dev_source_000_offset_20,dev_source_000,late,20,1nbqkb2/rp1pnp1r/4p1p1/1P5p/p1p5/P3PPPB/2PP3P/RNBQK1NR w KQ - 0 11,white,b5b6,-144.0,-0.3452140341355209,0,20
dev_source_000_offset_20,dev_source_000,late,20,1nbqkb2/rp1pnp1r/4p1p1/1P5p/p1p5/P3PPPB/2PP3P/RNBQK1NR w KQ - 0 11,white,e1f1,-167.0,-0.39482222879176454,0,20
dev_source_000_offset_20,dev_source_000,late,20,1nbqkb2/rp1pnp1r/4p1p1/1P5p/p1p5/P3PPPB/2PP3P/RNBQK1NR w KQ - 0 11,white,e1e2,-227.0,-0.5135209012396211,0,20
dev_source_000_offset_20,dev_source_000,late,20,1nbqkb2/rp1pnp1r/4p1p1/1P5p/p1p5/P3PPPB/2PP3P/RNBQK1NR w KQ - 0 11,white,g3g4,-236.0,-0.5298956075275294,0,20
dev_source_000_offset_20,dev_source_000,late,20,1nbqkb2/rp1pnp1r/4p1p1/1P5p/p1p5/P3PPPB/2PP3P/RNBQK1NR w KQ - 0 11,white,c2c3,-428.0,-0.7894612209549805,0,20
dev_source_000_offset_20,dev_source_000,late,20,1nbqkb2/rp1pnp1r/4p1p1/1P5p/p1p5/P3PPPB/2PP3P/RNBQK1NR w KQ - 0 11,white,h3e6,-633.0,-0.9189914238917783,0,20
dev_source_000_offset_20,dev_source_000,late,20,1nbqkb2/rp1pnp1r/4p1p1/1P5p/p1p5/P3PPPB/2PP3P/RNBQK1NR w KQ - 0 11,white,h3g4,-697.0,-0.940515894540715,0,20
dev_source_000_offset_20,dev_source_000,late,20,1nbqkb2/rp1pnp1r/4p1p1/1P5p/p1p5/P3PPPB/2PP3P/RNBQK1NR w KQ - 0 11,white,h3f5,-829.0,-0.9688073272108433,0,20
dev_source_000_offset_28,dev_source_000,late,28,r4knr/ppqnp2p/2p2p1b/N2p2p1/P1P1bP1P/1P6/3PP1PN/RQB1KB1R w KQ - 0 15,white,d2d3,-289.0,-0.6184554723201562,1,28
dev_source_000_offset_28,dev_source_000,late,28,r4knr/ppqnp2p/2p2p1b/N2p2p1/P1P1bP1P/1P6/3PP1PN/RQB1KB1R w KQ - 0 15,white,b1b2,-493.0,-0.8433029500738807,0,28
dev_source_000_offset_28,dev_source_000,late,28,r4knr/ppqnp2p/2p2p1b/N2p2p1/P1P1bP1P/1P6/3PP1PN/RQB1KB1R w KQ - 0 15,white,b1a2,-562.0,-0.886427638382423,0,28
dev_source_000_offset_28,dev_source_000,late,28,r4knr/ppqnp2p/2p2p1b/N2p2p1/P1P1bP1P/1P6/3PP1PN/RQB1KB1R w KQ - 0 15,white,a5c6,-650.0,-0.925346225311741,0,28
dev_source_000_offset_28,dev_source_000,late,28,r4knr/ppqnp2p/2p2p1b/N2p2p1/P1P1bP1P/1P6/3PP1PN/RQB1KB1R w KQ - 0 15,white,a5b7,-709.0,-0.9438827817700052,0,28
dev_source_000_offset_28,dev_source_000,late,28,r4knr/ppqnp2p/2p2p1b/N2p2p1/P1P1bP1P/1P6/3PP1PN/RQB1KB1R w KQ - 0 15,white,e1d1,-720.0,-0.9468060128462683,0,28
dev_source_000_offset_28,dev_source_000,late,28,r4knr/ppqnp2p/2p2p1b/N2p2p1/P1P1bP1P/1P6/3PP1PN/RQB1KB1R w KQ - 0 15,white,b3b4,-722.0,-0.9473213607494332,0,28
dev_source_000_offset_28,dev_source_000,late,28,r4knr/ppqnp2p/2p2p1b/N2p2p1/P1P1bP1P/1P6/3PP1PN/RQB1KB1R w KQ - 0 15,white,h2f3,-727.0,-0.9485885670976117,0,28
dev_source_000_offset_28,dev_source_000,late,28,r4knr/ppqnp2p/2p2p1b/N2p2p1/P1P1bP1P/1P6/3PP1PN/RQB1KB1R w KQ - 0 15,white,h2g4,-745.0,-0.9529093018793192,0,28
dev_source_000_offset_28,dev_source_000,late,28,r4knr/ppqnp2p/2p2p1b/N2p2p1/P1P1bP1P/1P6/3PP1PN/RQB1KB1R w KQ - 0 15,white,e2e3,-749.0,-0.9538202298220756,0,28
dev_source_000_offset_28,dev_source_000,late,28,r4knr/ppqnp2p/2p2p1b/N2p2p1/P1P1bP1P/1P6/3PP1PN/RQB1KB1R w KQ - 0 15,white,b1e4,-766.0,-0.957503354577973,0,28
dev_source_000_offset_28,dev_source_000,late,28,r4knr/ppqnp2p/2p2p1b/N2p2p1/P1P1bP1P/1P6/3PP1PN/RQB1KB1R w KQ - 0 15,white,b1d3,-782.0,-0.9607064601046226,0,28
dev_source_000_offset_28,dev_source_000,late,28,r4knr/ppqnp2p/2p2p1b/N2p2p1/P1P1bP1P/1P6/3PP1PN/RQB1KB1R w KQ - 0 15,white,c4d5,-791.0,-0.9624029719005226,0,28
dev_source_000_offset_28,dev_source_000,late,28,r4knr/ppqnp2p/2p2p1b/N2p2p1/P1P1bP1P/1P6/3PP1PN/RQB1KB1R w KQ - 0 15,white,c1a3,-799.0,-0.9638505266716332,0,28
dev_source_000_offset_28,dev_source_000,late,28,r4knr/ppqnp2p/2p2p1b/N2p2p1/P1P1bP1P/1P6/3PP1PN/RQB1KB1R w KQ - 0 15,white,f4g5,-813.0,-0.9662532171252919,0,28
dev_source_000_offset_28,dev_source_000,late,28,r4knr/ppqnp2p/2p2p1b/N2p2p1/P1P1bP1P/1P6/3PP1PN/RQB1KB1R w KQ - 0 15,white,h4g5,-816.0,-0.9667472877842368,0,28
dev_source_000_offset_28,dev_source_000,late,28,r4knr/ppqnp2p/2p2p1b/N2p2p1/P1P1bP1P/1P6/3PP1PN/RQB1KB1R w KQ - 0 15,white,c1b2,-835.0,-0.9697152505174753,0,28
dev_source_000_offset_28,dev_source_000,late,28,r4knr/ppqnp2p/2p2p1b/N2p2p1/P1P1bP1P/1P6/3PP1PN/RQB1KB1R w KQ - 0 15,white,h4h5,-839.0,-0.9703060253208865,0,28
dev_source_000_offset_28,dev_source_000,late,28,r4knr/ppqnp2p/2p2p1b/N2p2p1/P1P1bP1P/1P6/3PP1PN/RQB1KB1R w KQ - 0 15,white,f4f5,-841.0,-0.9705971416215483,0,28
dev_source_000_offset_28,dev_source_000,late,28,r4knr/ppqnp2p/2p2p1b/N2p2p1/P1P1bP1P/1P6/3PP1PN/RQB1KB1R w KQ - 0 15,white,d2d4,-853.0,-0.9722857033481456,0,28
dev_source_000_offset_28,dev_source_000,late,28,r4knr/ppqnp2p/2p2p1b/N2p2p1/P1P1bP1P/1P6/3PP1PN/RQB1KB1R w KQ - 0 15,white,c4c5,-856.0,-0.9726926818052982,0,28
dev_source_000_offset_28,dev_source_000,late,28,r4knr/ppqnp2p/2p2p1b/N2p2p1/P1P1bP1P/1P6/3PP1PN/RQB1KB1R w KQ - 0 15,white,h1g1,-867.0,-0.9741351301220716,0,28
dev_source_000_offset_28,dev_source_000,late,28,r4knr/ppqnp2p/2p2p1b/N2p2p1/P1P1bP1P/1P6/3PP1PN/RQB1KB1R w KQ - 0 15,white,e1f2,-872.0,-0.9747656786413226,0,28
dev_source_000_offset_28,dev_source_000,late,28,r4knr/ppqnp2p/2p2p1b/N2p2p1/P1P1bP1P/1P6/3PP1PN/RQB1KB1R w KQ - 0 15,white,a1a2,-890.0,-0.9769124950321554,0,28
dev_source_000_offset_28,dev_source_000,late,28,r4knr/ppqnp2p/2p2p1b/N2p2p1/P1P1bP1P/1P6/3PP1PN/RQB1KB1R w KQ - 0 15,white,b1c2,-942.0,-0.9821511695831373,0,28
dev_source_000_offset_28,dev_source_000,late,28,r4knr/ppqnp2p/2p2p1b/N2p2p1/P1P1bP1P/1P6/3PP1PN/RQB1KB1R w KQ - 0 15,white,g2g3,-956.0,-0.9833478138031324,0,28
dev_source_000_offset_28,dev_source_000,late,28,r4knr/ppqnp2p/2p2p1b/N2p2p1/P1P1bP1P/1P6/3PP1PN/RQB1KB1R w KQ - 0 15,white,g2g4,-979.0,-0.985143367243128,0,28
dev_source_000_offset_28,dev_source_000,late,28,r4knr/ppqnp2p/2p2p1b/N2p2p1/P1P1bP1P/1P6/3PP1PN/RQB1KB1R w KQ - 0 15,white,a1a3,-1045.0,-0.9892968667895494,0,28
dev_source_001_offset_04,dev_source_001,early,4,rnbqkbnr/pp2pppp/2p5/3p4/8/2N4P/PPPPPPP1/R1BQKBNR w KQkq - 0 3,white,d2d4,24.0,0.059928103529143496,1,21
dev_source_001_offset_04,dev_source_001,early,4,rnbqkbnr/pp2pppp/2p5/3p4/8/2N4P/PPPPPPP1/R1BQKBNR w KQkq - 0 3,white,g1f3,4.0,0.00999966667999946,0,21
dev_source_001_offset_04,dev_source_001,early,4,rnbqkbnr/pp2pppp/2p5/3p4/8/2N4P/PPPPPPP1/R1BQKBNR w KQkq - 0 3,white,e2e4,-5.0,-0.012499348999020865,0,21
dev_source_001_offset_04,dev_source_001,early,4,rnbqkbnr/pp2pppp/2p5/3p4/8/2N4P/PPPPPPP1/R1BQKBNR w KQkq - 0 3,white,d2d3,-43.0,-0.10708780630223659,0,21
dev_source_001_offset_04,dev_source_001,early,4,rnbqkbnr/pp2pppp/2p5/3p4/8/2N4P/PPPPPPP1/R1BQKBNR w KQkq - 0 3,white,e2e3,-43.0,-0.10708780630223659,0,21
dev_source_001_offset_04,dev_source_001,early,4,rnbqkbnr/pp2pppp/2p5/3p4/8/2N4P/PPPPPPP1/R1BQKBNR w KQkq - 0 3,white,a2a3,-59.0,-0.14643954535966971,0,21
dev_source_001_offset_04,dev_source_001,early,4,rnbqkbnr/pp2pppp/2p5/3p4/8/2N4P/PPPPPPP1/R1BQKBNR w KQkq - 0 3,white,g2g3,-63.0,-0.15621046576861825,0,21
dev_source_001_offset_04,dev_source_001,early,4,rnbqkbnr/pp2pppp/2p5/3p4/8/2N4P/PPPPPPP1/R1BQKBNR w KQkq - 0 3,white,a2a4,-65.0,-0.1610846096413192,0,21
dev_source_001_offset_04,dev_source_001,early,4,rnbqkbnr/pp2pppp/2p5/3p4/8/2N4P/PPPPPPP1/R1BQKBNR w KQkq - 0 3,white,c3b1,-87.0,-0.21413397614340715,0,21
dev_source_001_offset_04,dev_source_001,early,4,rnbqkbnr/pp2pppp/2p5/3p4/8/2N4P/PPPPPPP1/R1BQKBNR w KQkq - 0 3,white,c3a4,-91.0,-0.22365473800347424,0,21
dev_source_001_offset_04,dev_source_001,early,4,rnbqkbnr/pp2pppp/2p5/3p4/8/2N4P/PPPPPPP1/R1BQKBNR w KQkq - 0 3,white,b2b3,-101.0,-0.24726725659645202,0,21
dev_source_001_offset_04,dev_source_001,early,4,rnbqkbnr/pp2pppp/2p5/3p4/8/2N4P/PPPPPPP1/R1BQKBNR w KQkq - 0 3,white,h3h4,-104.0,-0.25429553262639115,0,21
dev_source_001_offset_04,dev_source_001,early,4,rnbqkbnr/pp2pppp/2p5/3p4/8/2N4P/PPPPPPP1/R1BQKBNR w KQkq - 0 3,white,a1b1,-118.0,-0.2867302913888035,0,21
