position_id,lesson_id,stage,split,source_game_id,fen,side_to_move,move_uci,teacher_cp,teacher_target,is_best,is_positive,legal_move_count,candidate_type,motif,mate_distance,movement_piece,blocker_present
endgames_0002,endgames_0002,endgames,train,synthetic_endgame_0002,3q4/8/8/8/2k5/7K/8/8 b - - 0 1,black,c4b3,598.0,0.9042406203001624,0.0,,29,teacher_candidate,endgame,,,
endgames_0002,endgames_0002,endgames,train,synthetic_endgame_0002,3q4/8/8/8/2k5/7K/8/8 b - - 0 1,black,c4b4,606.0,0.9078223459254406,0.0,,29,teacher_candidate,endgame,,,
endgames_0002,endgames_0002,endgames,train,synthetic_endgame_0002,3q4/8/8/8/2k5/7K/8/8 b - - 0 1,black,c4b5,531.0,0.8686369897347581,0.0,,29,teacher_candidate,endgame,,,
endgames_0002,endgames_0002,endgames,train,synthetic_endgame_0002,3q4/8/8/8/2k5/7K/8/8 b - - 0 1,black,c4c3,607.0,0.9082609959414664,1.0,,29,teacher_candidate,endgame,,,
endgames_0002,endgames_0002,endgames,train,synthetic_endgame_0002,3q4/8/8/8/2k5/7K/8/8 b - - 0 1,black,c4c5,530.0,0.8680219810175624,0.0,,29,teacher_candidate,endgame,,,
endgames_0003,endgames_0003,endgames,train,synthetic_endgame_0003,2R1K2k/8/8/8/8/8/8/8 w - - 0 1,white,c8a8,476.0,0.8305788685385285,0.0,,15,teacher_candidate,endgame,,,
endgames_0003,endgames_0003,endgames,train,synthetic_endgame_0003,2R1K2k/8/8/8/8/8/8/8 w - - 0 1,white,c8b8,464.0,0.8210398813328771,0.0,,15,teacher_candidate,endgame,,,
endgames_0003,endgames_0003,endgames,train,synthetic_endgame_0003,2R1K2k/8/8/8/8/8/8/8 w - - 0 1,white,c8c1,783.0,0.9608986059586938,0.0,,15,teacher_candidate,endgame,,,
endgames_0003,endgames_0003,endgames,train,synthetic_endgame_0003,2R1K2k/8/8/8/8/8/8/8 w - - 0 1,white,c8c2,99992.0,1.0,1.0,,15,teacher_candidate,endgame,8.0,,
endgames_0003,endgames_0003,endgames,train,synthetic_endgame_0003,2R1K2k/8/8/8/8/8/8/8 w - - 0 1,white,c8c3,798.0,0.963672617943135,0.0,,15,teacher_candidate,endgame,,,
endgames_0004,endgames_0004,endgames,train,synthetic_endgame_0004,6K1/8/8/8/2k5/2p5/8/8 b - - 0 1,black,c3c2,570.0,0.8906373655681185,0.0,,8,teacher_candidate,endgame,,,
endgames_0004,endgames_0004,endgames,train,synthetic_endgame_0004,6K1/8/8/8/2k5/2p5/8/8 b - - 0 1,black,c4b3,572.0,0.8916665990375279,1.0,,8,teacher_candidate,endgame,,,
endgames_0004,endgames_0004,endgames,train,synthetic_endgame_0004,6K1/8/8/8/2k5/2p5/8/8 b - - 0 1,black,c4b4,572.0,0.8916665990375279,0.0,,8,teacher_candidate,endgame,,,
endgames_0004,endgames_0004,endgames,train,synthetic_endgame_0004,6K1/8/8/8/2k5/2p5/8/8 b - - 0 1,black,c4b5,572.0,0.8916665990375279,0.0,,8,teacher_candidate,endgame,,,
endgames_0004,endgames_0004,endgames,train,synthetic_endgame_0004,6K1/8/8/8/2k5/2p5/8/8 b - - 0 1,black,c4c5,572.0,0.8916665990375279,0.0,,8,teacher_candidate,endgame,,,
endgames_0005,endgames_0005,endgames,train,synthetic_endgame_0005,3K4/8/1r6/8/8/8/4k3/8 b - - 0 1,black,b6a6,408.0,0.7698665359089004,0.0,,22,teacher_candidate,endgame,,,
endgames_0005,endgames_0005,endgames,train,synthetic_endgame_0005,3K4/8/1r6/8/8/8/4k3/8 b - - 0 1,black,b6b1,394.0,0.7552222263539022,0.0,,22,teacher_candidate,endgame,,,
endgames_0005,endgames_0005,endgames,train,synthetic_endgame_0005,3K4/8/1r6/8/8/8/4k3/8 b - - 0 1,black,b6b2,412.0,0.7739083398558421,1.0,,22,teacher_candidate,endgame,,,
endgames_0005,endgames_0005,endgames,train,synthetic_endgame_0005,3K4/8/1r6/8/8/8/4k3/8 b - - 0 1,black,b6b3,409.0,0.7708828415345883,0.0,,22,teacher_candidate,endgame,,,
endgames_0005,endgames_0005,endgames,train,synthetic_endgame_0005,3K4/8/1r6/8/8/8/4k3/8 b - - 0 1,black,b6b4,401.0,0.762642094367171,0.0,,22,teacher_candidate,endgame,,,
endgames_0006,endgames_0006,endgames,train,synthetic_endgame_0006,3K4/8/P7/8/8/8/3k4/8 w - - 0 1,white,a6a7,614.0,0.9112763448216872,0.0,,6,teacher_candidate,endgame,,,
endgames_0006,endgames_0006,endgames,train,synthetic_endgame_0006,3K4/8/P7/8/8/8/3k4/8 w - - 0 1,white,d8c7,617.0,0.9125395036620289,1.0,,6,teacher_candidate,endgame,,,
endgames_0006,endgames_0006,endgames,train,synthetic_endgame_0006,3K4/8/P7/8/8/8/3k4/8 w - - 0 1,white,d8c8,600.0,0.9051482536448664,0.0,,6,teacher_candidate,endgame,,,
endgames_0006,endgames_0006,endgames,train,synthetic_endgame_0006,3K4/8/P7/8/8/8/3k4/8 w - - 0 1,white,d8d7,601.0,0.9055989993239618,0.0,,6,teacher_candidate,endgame,,,
endgames_0006,endgames_0006,endgames,train,synthetic_endgame_0006,3K4/8/P7/8/8/8/3k4/8 w - - 0 1,white,d8e7,580.0,0.8956928738431645,0.0,,6,teacher_candidate,endgame,,,
endgames_0007,endgames_0007,endgames,train,synthetic_endgame_0007,8/6k1/2R5/7K/8/8/8/8 w - - 0 1,white,c6a6,439.0,0.7995992196179786,1.0,,17,teacher_candidate,endgame,,,
endgames_0007,endgames_0007,endgames,train,synthetic_endgame_0007,8/6k1/2R5/7K/8/8/8/8 w - - 0 1,white,c6b6,426.0,0.7875700166496489,0.0,,17,teacher_candidate,endgame,,,
endgames_0007,endgames_0007,endgames,train,synthetic_endgame_0007,8/6k1/2R5/7K/8/8/8/8 w - - 0 1,white,c6c1,390.0,0.7508932836251672,0.0,,17,teacher_candidate,endgame,,,
endgames_0007,endgames_0007,endgames,train,synthetic_endgame_0007,8/6k1/2R5/7K/8/8/8/8 w - - 0 1,white,c6c2,380.0,0.7397830512740042,0.0,,17,teacher_candidate,endgame,,,
endgames_0007,endgames_0007,endgames,train,synthetic_endgame_0007,8/6k1/2R5/7K/8/8/8/8 w - - 0 1,white,c6c3,402.0,0.7636860443814609,0.0,,17,teacher_candidate,endgame,,,
endgames_0008,endgames_0008,endgames,train,synthetic_endgame_0008,k7/8/8/2K5/8/8/3p4/8 b - - 0 1,black,a8a7,585.0,0.8981370594941129,0.0,,7,teacher_candidate,endgame,,,
endgames_0008,endgames_0008,endgames,train,synthetic_endgame_0008,k7/8/8/2K5/8/8/3p4/8 b - - 0 1,black,a8b7,588.0,0.899577453619467,1.0,,7,teacher_candidate,endgame,,,
endgames_0008,endgames_0008,endgames,train,synthetic_endgame_0008,k7/8/8/2K5/8/8/3p4/8 b - - 0 1,black,a8b8,564.0,0.8874941328536653,0.0,,7,teacher_candidate,endgame,,,
endgames_0008,endgames_0008,endgames,train,synthetic_endgame_0008,k7/8/8/2K5/8/8/3p4/8 b - - 0 1,black,d2d1b,-1.0,-0.0024999947916796,0.0,,7,teacher_candidate,endgame,,,
endgames_0008,endgames_0008,endgames,train,synthetic_endgame_0008,k7/8/8/2K5/8/8/3p4/8 b - - 0 1,black,d2d1n,-15.0,-0.0374824317570704,0.0,,7,teacher_candidate,endgame,,,
endgames_0009,endgames_0009,endgames,train,synthetic_endgame_0009,8/4K3/8/8/1r3k2/8/8/8 b - - 0 1,black,b4a4,378.0,0.7375110611229533,0.0,,19,teacher_candidate,endgame,,,
endgames_0009,endgames_0009,endgames,train,synthetic_endgame_0009,8/4K3/8/8/1r3k2/8/8/8 b - - 0 1,black,b4b1,382.0,0.7420382957075286,0.0,,19,teacher_candidate,endgame,,,
endgames_0009,endgames_0009,endgames,train,synthetic_endgame_0009,8/4K3/8/8/1r3k2/8/8/8 b - - 0 1,black,b4b2,373.0,0.7317573500386785,0.0,,19,teacher_candidate,endgame,,,
endgames_0009,endgames_0009,endgames,train,synthetic_endgame_0009,8/4K3/8/8/1r3k2/8/8/8 b - - 0 1,black,b4b3,394.0,0.7552222263539022,0.0,,19,teacher_candidate,endgame,,,
endgames_0009,endgames_0009,endgames,train,synthetic_endgame_0009,8/4K3/8/8/1r3k2/8/8/8 b - - 0 1,black,b4b5,396.0,0.7573623242165263,1.0,,19,teacher_candidate,endgame,,,
endgames_0010,endgames_0010,endgames,train,synthetic_endgame_0010,4k3/8/5K2/5P2/8/8/8/8 w - - 0 1,white,f6e5,0.0,0.0,0.0,,5,teacher_candidate,endgame,,,
endgames_0010,endgames_0010,endgames,train,synthetic_endgame_0010,4k3/8/5K2/5P2/8/8/8/8 w - - 0 1,white,f6e6,548.0,0.8786921933686958,1.0,,5,teacher_candidate,endgame,,,
endgames_0010,endgames_0010,endgames,train,synthetic_endgame_0010,4k3/8/5K2/5P2/8/8/8/8 w - - 0 1,white,f6g5,0.0,0.0,0.0,,5,teacher_candidate,endgame,,,
endgames_0010,endgames_0010,endgames,train,synthetic_endgame_0010,4k3/8/5K2/5P2/8/8/8/8 w - - 0 1,white,f6g6,541.0,0.8746420772011104,0.0,,5,teacher_candidate,endgame,,,
endgames_0010,endgames_0010,endgames,train,synthetic_endgame_0010,4k3/8/5K2/5P2/8/8/8/8 w - - 0 1,white,f6g7,542.0,0.8752282972400112,0.0,,5,teacher_candidate,endgame,,,
endgames_0011,endgames_0011,endgames,train,synthetic_endgame_0011,8/8/Q5K1/8/8/8/8/3k4 w - - 0 1,white,a6a1,646.0,0.9238955058580158,0.0,,27,teacher_candidate,endgame,,,
endgames_0011,endgames_0011,endgames,train,synthetic_endgame_0011,8/8/Q5K1/8/8/8/8/3k4 w - - 0 1,white,a6a2,646.0,0.9238955058580158,0.0,,27,teacher_candidate,endgame,,,
endgames_0011,endgames_0011,endgames,train,synthetic_endgame_0011,8/8/Q5K1/8/8/8/8/3k4 w - - 0 1,white,a6a3,632.0,0.9186018928570672,0.0,,27,teacher_candidate,endgame,,,
endgames_0011,endgames_0011,endgames,train,synthetic_endgame_0011,8/8/Q5K1/8/8/8/8/3k4 w - - 0 1,white,a6a4,649.0,0.9249860569527596,1.0,,27,teacher_candidate,endgame,,,
endgames_0011,endgames_0011,endgames,train,synthetic_endgame_0011,8/8/Q5K1/8/8/8/8/3k4 w - - 0 1,white,a6a5,642.0,0.922417731079528,0.0,,27,teacher_candidate,endgame,,,
endgames_0012,endgames_0012,endgames,train,synthetic_endgame_0012,8/8/8/4k3/8/1P6/8/1K6 w - - 0 1,white,b1a1,8.0,0.0199973337599309,0.0,,6,teacher_candidate,endgame,,,
endgames_0012,endgames_0012,endgames,train,synthetic_endgame_0012,8/8/8/4k3/8/1P6/8/1K6 w - - 0 1,white,b1a2,450.0,0.809301070201781,1.0,,6,teacher_candidate,endgame,,,
endgames_0012,endgames_0012,endgames,train,synthetic_endgame_0012,8/8/8/4k3/8/1P6/8/1K6 w - - 0 1,white,b1b2,399.0,0.760542219421471,0.0,,6,teacher_candidate,endgame,,,
endgames_0012,endgames_0012,endgames,train,synthetic_endgame_0012,8/8/8/4k3/8/1P6/8/1K6 w - - 0 1,white,b1c1,7.0,0.0174982137604806,0.0,,6,teacher_candidate,endgame,,,
endgames_0012,endgames_0012,endgames,train,synthetic_endgame_0012,8/8/8/4k3/8/1P6/8/1K6 w - - 0 1,white,b1c2,102.0,0.2496129489368586,0.0,,6,teacher_candidate,endgame,,,
endgames_0013,endgames_0013,endgames,train,synthetic_endgame_0013,8/8/5K2/8/8/5k2/8/7q b - - 0 1,black,f3e2,667.0,0.931220385101639,0.0,,23,teacher_candidate,endgame,,,
endgames_0013,endgames_0013,endgames,train,synthetic_endgame_0013,8/8/5K2/8/8/5k2/8/7q b - - 0 1,black,f3e3,674.0,0.9335073823210518,1.0,,23,teacher_candidate,endgame,,,
endgames_0013,endgames_0013,endgames,train,synthetic_endgame_0013,8/8/5K2/8/8/5k2/8/7q b - - 0 1,black,f3e4,664.0,0.9302171829365264,0.0,,23,teacher_candidate,endgame,,,
endgames_0013,endgames_0013,endgames,train,synthetic_endgame_0013,8/8/5K2/8/8/5k2/8/7q b - - 0 1,black,f3f2,661.0,0.9291998847546564,0.0,,23,teacher_candidate,endgame,,,
endgames_0013,endgames_0013,endgames,train,synthetic_endgame_0013,8/8/5K2/8/8/5k2/8/7q b - - 0 1,black,f3f4,672.0,0.9328615534370348,0.0,,23,teacher_candidate,endgame,,,
endgames_0014,endgames_0014,endgames,train,synthetic_endgame_0014,8/8/2K5/7R/6k1/8/8/8 w - - 0 1,white,c6b5,-13.0,-0.0324885621241449,0.0,,22,teacher_candidate,endgame,,,
endgames_0014,endgames_0014,endgames,train,synthetic_endgame_0014,8/8/2K5/7R/6k1/8/8/8 w - - 0 1,white,c6b6,-17.0,-0.0424744299325481,0.0,,22,teacher_candidate,endgame,,,
endgames_0014,endgames_0014,endgames,train,synthetic_endgame_0014,8/8/2K5/7R/6k1/8/8/8 w - - 0 1,white,c6b7,-6.0,-0.0149988751012407,0.0,,22,teacher_candidate,endgame,,,
endgames_0014,endgames_0014,endgames,train,synthetic_endgame_0014,8/8/2K5/7R/6k1/8/8/8 w - - 0 1,white,c6c5,-3.0,-0.0074998593781639,1.0,,22,teacher_candidate,endgame,,,
endgames_0014,endgames_0014,endgames,train,synthetic_endgame_0014,8/8/2K5/7R/6k1/8/8/8 w - - 0 1,white,c6c7,-6.0,-0.0149988751012407,0.0,,22,teacher_candidate,endgame,,,
endgames_0015,endgames_0015,endgames,train,synthetic_endgame_0015,8/7p/8/8/7k/8/5K2/8 b - - 0 1,black,h4g4,85.0,0.2093581694280187,1.0,,6,teacher_candidate,endgame,,,
endgames_0015,endgames_0015,endgames,train,synthetic_endgame_0015,8/7p/8/8/7k/8/5K2/8 b - - 0 1,black,h4g5,77.0,0.190156947732268,0.0,,6,teacher_candidate,endgame,,,
endgames_0015,endgames_0015,endgames,train,synthetic_endgame_0015,8/7p/8/8/7k/8/5K2/8 b - - 0 1,black,h4h3,79.0,0.1949715316540321,0.0,,6,teacher_candidate,endgame,,,
endgames_0015,endgames_0015,endgames,train,synthetic_endgame_0015,8/7p/8/8/7k/8/5K2/8 b - - 0 1,black,h4h5,77.0,0.190156947732268,0.0,,6,teacher_candidate,endgame,,,
endgames_0015,endgames_0015,endgames,train,synthetic_endgame_0015,8/7p/8/8/7k/8/5K2/8 b - - 0 1,black,h7h5,80.0,0.197375320224904,0.0,,6,teacher_candidate,endgame,,,
endgames_0016,endgames_0016,endgames,train,synthetic_endgame_0016,1Q6/4k3/8/8/8/K7/8/8 w - - 0 1,white,a3a2,616.0,0.9121203692077172,0.0,,26,teacher_candidate,endgame,,,
endgames_0016,endgames_0016,endgames,train,synthetic_endgame_0016,1Q6/4k3/8/8/8/K7/8/8 w - - 0 1,white,a3a4,621.0,0.9141970392864124,1.0,,26,teacher_candidate,endgame,,,
endgames_0016,endgames_0016,endgames,train,synthetic_endgame_0016,1Q6/4k3/8/8/8/K7/8/8 w - - 0 1,white,a3b2,614.0,0.9112763448216872,0.0,,26,teacher_candidate,endgame,,,
endgames_0016,endgames_0016,endgames,train,synthetic_endgame_0016,1Q6/4k3/8/8/8/K7/8/8 w - - 0 1,white,a3b3,612.0,0.9104245939004264,0.0,,26,teacher_candidate,endgame,,,
endgames_0016,endgames_0016,endgames,train,synthetic_endgame_0016,1Q6/4k3/8/8/8/K7/8/8 w - - 0 1,white,a3b4,613.0,0.9108514391322272,0.0,,26,teacher_candidate,endgame,,,
endgames_0017,endgames_0017,endgames,train,synthetic_endgame_0017,3k4/4r3/8/8/K7/8/8/8 b - - 0 1,black,d8c7,430.0,0.7913375537619973,1.0,,18,teacher_candidate,endgame,,,
endgames_0017,endgames_0017,endgames,train,synthetic_endgame_0017,3k4/4r3/8/8/K7/8/8/8 b - - 0 1,black,d8c8,406.0,0.7678221558620103,0.0,,18,teacher_candidate,endgame,,,
endgames_0017,endgames_0017,endgames,train,synthetic_endgame_0017,3k4/4r3/8/8/K7/8/8/8 b - - 0 1,black,d8d7,402.0,0.7636860443814609,0.0,,18,teacher_candidate,endgame,,,
endgames_0017,endgames_0017,endgames,train,synthetic_endgame_0017,3k4/4r3/8/8/K7/8/8/8 b - - 0 1,black,d8e8,412.0,0.7739083398558421,0.0,,18,teacher_candidate,endgame,,,
endgames_0017,endgames_0017,endgames,train,synthetic_endgame_0017,3k4/4r3/8/8/K7/8/8/8 b - - 0 1,black,e7a7,401.0,0.762642094367171,0.0,,18,teacher_candidate,endgame,,,
endgames_0018,endgames_0018,endgames,train,synthetic_endgame_0018,7K/1P6/8/8/8/1k6/8/8 w - - 0 1,white,b7b8b,-47.0,-0.1169622248763227,0.0,,7,teacher_candidate,endgame,,,
endgames_0018,endgames_0018,endgames,train,synthetic_endgame_0018,7K/1P6/8/8/8/1k6/8/8 w - - 0 1,white,b7b8n,-47.0,-0.1169622248763227,0.0,,7,teacher_candidate,endgame,,,
endgames_0018,endgames_0018,endgames,train,synthetic_endgame_0018,7K/1P6/8/8/8/1k6/8/8 w - - 0 1,white,b7b8q,628.0,0.9170257613966084,0.0,,7,teacher_candidate,endgame,,,
endgames_0018,endgames_0018,endgames,train,synthetic_endgame_0018,7K/1P6/8/8/8/1k6/8/8 w - - 0 1,white,b7b8r,438.0,0.7986958128717863,0.0,,7,teacher_candidate,endgame,,,
endgames_0018,endgames_0018,endgames,train,synthetic_endgame_0018,7K/1P6/8/8/8/1k6/8/8 w - - 0 1,white,h8g7,648.0,0.924624218982788,1.0,,7,teacher_candidate,endgame,,,
endgames_0019,endgames_0019,endgames,train,synthetic_endgame_0019,8/8/8/5q2/2K5/6k1/8/8 b - - 0 1,black,f5a5,670.0,0.9322096716816436,1.0,,33,teacher_candidate,endgame,,,
endgames_0019,endgames_0019,endgames,train,synthetic_endgame_0019,8/8/8/5q2/2K5/6k1/8/8 b - - 0 1,black,f5b1,629.0,0.9174225103797896,0.0,,33,teacher_candidate,endgame,,,
endgames_0019,endgames_0019,endgames,train,synthetic_endgame_0019,8/8/8/5q2/2K5/6k1/8/8 b - - 0 1,black,f5b5,-14.0,-0.0349857153327794,0.0,,33,teacher_candidate,endgame,,,
endgames_0019,endgames_0019,endgames,train,synthetic_endgame_0019,8/8/8/5q2/2K5/6k1/8/8 b - - 0 1,black,f5c2,629.0,0.9174225103797896,0.0,,33,teacher_candidate,endgame,,,
endgames_0019,endgames_0019,endgames,train,synthetic_endgame_0019,8/8/8/5q2/2K5/6k1/8/8 b - - 0 1,black,f5c5,-8.0,-0.0199973337599309,0.0,,33,teacher_candidate,endgame,,,
endgames_0020,endgames_0020,endgames,train,synthetic_endgame_0020,7k/3K4/8/8/8/8/R7/8 w - - 0 1,white,a2a1,99991.0,1.0,0.0,,22,teacher_candidate,endgame,9.0,,
endgames_0020,endgames_0020,endgames,train,synthetic_endgame_0020,7k/3K4/8/8/8/8/R7/8 w - - 0 1,white,a2a3,99991.0,1.0,0.0,,22,teacher_candidate,endgame,9.0,,
endgames_0020,endgames_0020,endgames,train,synthetic_endgame_0020,7k/3K4/8/8/8/8/R7/8 w - - 0 1,white,a2a4,99991.0,1.0,0.0,,22,teacher_candidate,endgame,9.0,,
endgames_0020,endgames_0020,endgames,train,synthetic_endgame_0020,7k/3K4/8/8/8/8/R7/8 w - - 0 1,white,a2a5,99992.0,1.0,0.0,,22,teacher_candidate,endgame,8.0,,
endgames_0020,endgames_0020,endgames,train,synthetic_endgame_0020,7k/3K4/8/8/8/8/R7/8 w - - 0 1,white,a2a6,99993.0,1.0,1.0,,22,teacher_candidate,endgame,7.0,,
endgames_0021,endgames_0021,endgames,train,synthetic_endgame_0021,8/7k/5p2/8/8/8/8/7K b - - 0 1,black,f6f5,102.0,0.2496129489368586,0.0,,6,teacher_candidate,endgame,,,
endgames_0021,endgames_0021,endgames,train,synthetic_endgame_0021,8/7k/5p2/8/8/8/8/7K b - - 0 1,black,h7g6,162.0,0.3842190086035763,1.0,,6,teacher_candidate,endgame,,,
endgames_0021,endgames_0021,endgames,train,synthetic_endgame_0021,8/7k/5p2/8/8/8/8/7K b - - 0 1,black,h7g7,99.0,0.2425671903821356,0.0,,6,teacher_candidate,endgame,,,
endgames_0021,endgames_0021,endgames,train,synthetic_endgame_0021,8/7k/5p2/8/8/8/8/7K b - - 0 1,black,h7g8,107.0,0.2612970513021489,0.0,,6,teacher_candidate,endgame,,,
endgames_0021,endgames_0021,endgames,train,synthetic_endgame_0021,8/7k/5p2/8/8/8/8/7K b - - 0 1,black,h7h6,105.0,0.2566323765907324,0.0,,6,teacher_candidate,endgame,,,
endgames_0022,endgames_0022,endgames,train,synthetic_endgame_0022,8/8/8/5Q2/8/4k3/8/3K4 w - - 0 1,white,d1c1,787.0,0.9616580221163844,0.0,,28,teacher_candidate,endgame,,,
endgames_0022,endgames_0022,endgames,train,synthetic_endgame_0022,8/8/8/5Q2/8/4k3/8/3K4 w - - 0 1,white,d1c2,3408.0,0.9999999204478344,1.0,,28,teacher_candidate,endgame,,,
endgames_0022,endgames_0022,endgames,train,synthetic_endgame_0022,8/8/8/5Q2/8/4k3/8/3K4 w - - 0 1,white,d1e1,807.0,0.9652433350320648,0.0,,28,teacher_candidate,endgame,,,
endgames_0022,endgames_0022,endgames,train,synthetic_endgame_0022,8/8/8/5Q2/8/4k3/8/3K4 w - - 0 1,white,f5a5,615.0,0.9116993188832708,0.0,,28,teacher_candidate,endgame,,,
endgames_0022,endgames_0022,endgames,train,synthetic_endgame_0022,8/8/8/5Q2/8/4k3/8/3K4 w - - 0 1,white,f5b1,587.0,0.899099478664166,0.0,,28,teacher_candidate,endgame,,,
endgames_0023,endgames_0023,endgames,train,synthetic_endgame_0023,8/8/8/8/2r5/8/2k4K/8 b - - 0 1,black,c2b1,427.0,0.7885174828580042,0.0,,20,teacher_candidate,endgame,,,
endgames_0023,endgames_0023,endgames,train,synthetic_endgame_0023,8/8/8/8/2r5/8/2k4K/8 b - - 0 1,black,c2b2,418.0,0.779854851274994,0.0,,20,teacher_candidate,endgame,,,
endgames_0023,endgames_0023,endgames,train,synthetic_endgame_0023,8/8/8/8/2r5/8/2k4K/8 b - - 0 1,black,c2b3,407.0,0.7688463106489329,0.0,,20,teacher_candidate,endgame,,,
endgames_0023,endgames_0023,endgames,train,synthetic_endgame_0023,8/8/8/8/2r5/8/2k4K/8 b - - 0 1,black,c2c1,374.0,0.732916554933575,0.0,,20,teacher_candidate,endgame,,,
endgames_0023,endgames_0023,endgames,train,synthetic_endgame_0023,8/8/8/8/2r5/8/2k4K/8 b - - 0 1,black,c2c3,467.0,0.8234690786261251,1.0,,20,teacher_candidate,endgame,,,
endgames_0024,endgames_0024,endgames,train,synthetic_endgame_0024,8/P7/4K3/8/7k/8/8/8 w - - 0 1,white,a7a8b,-11.0,-0.0274930698047098,0.0,,12,teacher_candidate,endgame,,,
endgames_0024,endgames_0024,endgames,train,synthetic_endgame_0024,8/P7/4K3/8/7k/8/8/8 w - - 0 1,white,a7a8n,-13.0,-0.0324885621241449,0.0,,12,teacher_candidate,endgame,,,
endgames_0024,endgames_0024,endgames,train,synthetic_endgame_0024,8/P7/4K3/8/7k/8/8/8 w - - 0 1,white,a7a8q,700.0,0.9413755384972874,1.0,,12,teacher_candidate,endgame,,,
endgames_0024,endgames_0024,endgames,train,synthetic_endgame_0024,8/P7/4K3/8/7k/8/8/8 w - - 0 1,white,a7a8r,372.0,0.7305938960959438,0.0,,12,teacher_candidate,endgame,,,
endgames_0024,endgames_0024,endgames,train,synthetic_endgame_0024,8/P7/4K3/8/7k/8/8/8 w - - 0 1,white,e6d5,690.0,0.938462281285704,0.0,,12,teacher_candidate,endgame,,,
endgames_0025,endgames_0025,endgames,train,synthetic_endgame_0025,8/8/8/5k2/8/4R3/5K2/8 w - - 0 1,white,e3a3,364.0,0.7211322540766999,0.0,,21,teacher_candidate,endgame,,,
endgames_0025,endgames_0025,endgames,train,synthetic_endgame_0025,8/8/8/5k2/8/4R3/5K2/8 w - - 0 1,white,e3b3,374.0,0.732916554933575,0.0,,21,teacher_candidate,endgame,,,
endgames_0025,endgames_0025,endgames,train,synthetic_endgame_0025,8/8/8/5k2/8/4R3/5K2/8 w - - 0 1,white,e3c3,374.0,0.732916554933575,0.0,,21,teacher_candidate,endgame,,,
endgames_0025,endgames_0025,endgames,train,synthetic_endgame_0025,8/8/8/5k2/8/4R3/5K2/8 w - - 0 1,white,e3d3,389.0,0.7498008369323694,0.0,,21,teacher_candidate,endgame,,,
endgames_0025,endgames_0025,endgames,train,synthetic_endgame_0025,8/8/8/5k2/8/4R3/5K2/8 w - - 0 1,white,e3e1,401.0,0.762642094367171,1.0,,21,teacher_candidate,endgame,,,
endgames_0026,endgames_0026,endgames,train,synthetic_endgame_0026,8/8/K7/8/1p5k/8/8/8 b - - 0 1,black,b4b3,579.0,0.8951974297716623,0.0,,6,teacher_candidate,endgame,,,
endgames_0026,endgames_0026,endgames,train,synthetic_endgame_0026,8/8/K7/8/1p5k/8/8/8 b - - 0 1,black,h4g3,510.0,0.8551470292769645,0.0,,6,teacher_candidate,endgame,,,
endgames_0026,endgames_0026,endgames,train,synthetic_endgame_0026,8/8/K7/8/1p5k/8/8/8 b - - 0 1,black,h4g4,611.0,0.9099958011881136,1.0,,6,teacher_candidate,endgame,,,
