position_id,lesson_id,stage,split,source_game_id,fen,side_to_move,move_uci,teacher_cp,teacher_target,is_best,is_positive,legal_move_count,candidate_type,motif,mate_distance,movement_piece,blocker_present
1750,mates_0005,mates,train,generated_0035,rnb1kb2/1pppqppr/p3p3/7p/2PP1Pn1/N4N2/PP1BP2P/R2QKB1R w KQq - 0 10,white,d4d5,-41.0,-0.1021425386146839,0,,31,teacher_candidate,mates,,,
1750,mates_0005,mates,train,generated_0035,rnb1kb2/1pppqppr/p3p3/7p/2PP1Pn1/N4N2/PP1BP2P/R2QKB1R w KQq - 0 10,white,f3h4,-99999.0,-1.0,0,,31,teacher_candidate,mates,-1.0,,
896,mates_0006,mates,train,generated_0017,1nbqkbnr/rpppp3/B5pp/pP6/4PpQ1/N7/P1PP1PPP/1RB1K1NR b Kk - 0 7,black,g6g5,-154.0,-0.3670417874726313,1,,20,teacher_candidate,mates,-1.0,,
896,mates_0006,mates,train,generated_0017,1nbqkbnr/rpppp3/B5pp/pP6/4PpQ1/N7/P1PP1PPP/1RB1K1NR b Kk - 0 7,black,e8f7,-175.0,-0.4115700556740224,0,,20,teacher_candidate,mates,,,
896,mates_0006,mates,train,generated_0017,1nbqkbnr/rpppp3/B5pp/pP6/4PpQ1/N7/P1PP1PPP/1RB1K1NR b Kk - 0 7,black,f8g7,-175.0,-0.4115700556740224,0,,20,teacher_candidate,mates,,,
896,mates_0006,mates,train,generated_0017,1nbqkbnr/rpppp3/B5pp/pP6/4PpQ1/N7/P1PP1PPP/1RB1K1NR b Kk - 0 7,black,a7a8,-99999.0,-1.0,0,,20,teacher_candidate,mates,-1.0,,
896,mates_0006,mates,train,generated_0017,1nbqkbnr/rpppp3/B5pp/pP6/4PpQ1/N7/P1PP1PPP/1RB1K1NR b Kk - 0 7,black,h6h5,-99999.0,-1.0,0,,20,teacher_candidate,mates,-1.0,,
157,mates_0007,mates,train,generated_0003,r1b3nr/ppp1kp1p/n2p2pb/1P2P3/1B5q/6PP/P1PPP3/RN1QKBNR b KQ - 0 8,black,h4g3,99999.0,1.0,1,,38,teacher_candidate,mates,1.0,,
157,mates_0007,mates,train,generated_0003,r1b3nr/ppp1kp1p/n2p2pb/1P2P3/1B5q/6PP/P1PPP3/RN1QKBNR b KQ - 0 8,black,h4b4,90.0,0.221278467898444,0,,38,teacher_candidate,mates,,,
157,mates_0007,mates,train,generated_0003,r1b3nr/ppp1kp1p/n2p2pb/1P2P3/1B5q/6PP/P1PPP3/RN1QKBNR b KQ - 0 8,black,h4c4,28.0,0.0698858903164289,0,,38,teacher_candidate,mates,,,
157,mates_0007,mates,train,generated_0003,r1b3nr/ppp1kp1p/n2p2pb/1P2P3/1B5q/6PP/P1PPP3/RN1QKBNR b KQ - 0 8,black,b7b6,-909.0,-0.97898286022194,0,,38,teacher_candidate,mates,,,
157,mates_0007,mates,train,generated_0003,r1b3nr/ppp1kp1p/n2p2pb/1P2P3/1B5q/6PP/P1PPP3/RN1QKBNR b KQ - 0 8,black,h4h3,-1039.0,-0.9889727050784304,0,,38,teacher_candidate,mates,,,
4350,mates_0008,mates,train,generated_0087,r1bqkb2/pp1ppppr/6np/2p5/P1PP3N/N3PP2/1PQ3Pn/R1B1KB1R b KQq - 1 10,black,h2f1,-209.0,-0.4796272133393758,1,,24,teacher_candidate,mates,,,
4350,mates_0008,mates,train,generated_0087,r1bqkb2/pp1ppppr/6np/2p5/P1PP3N/N3PP2/1PQ3Pn/R1B1KB1R b KQq - 1 10,black,g6h4,-285.0,-0.6122421243522802,0,,24,teacher_candidate,mates,,,
4350,mates_0008,mates,train,generated_0087,r1bqkb2/pp1ppppr/6np/2p5/P1PP3N/N3PP2/1PQ3Pn/R1B1KB1R b KQq - 1 10,black,e7e5,-345.0,-0.6975434949818516,0,,24,teacher_candidate,mates,,,
4350,mates_0008,mates,train,generated_0087,r1bqkb2/pp1ppppr/6np/2p5/P1PP3N/N3PP2/1PQ3Pn/R1B1KB1R b KQq - 1 10,black,a7a6,-729.0,-0.9490870970957774,0,,24,teacher_candidate,mates,,,
4350,mates_0008,mates,train,generated_0087,r1bqkb2/pp1ppppr/6np/2p5/P1PP3N/N3PP2/1PQ3Pn/R1B1KB1R b KQq - 1 10,black,f7f6,-99999.0,-1.0,0,,24,teacher_candidate,mates,-1.0,,
2281,mates_0009,mates,train,generated_0045,rnb1kb1r/pp1p1pp1/6Q1/2p1pn1p/1P2P3/6Pq/P1PP1P2/RNB1KBNR w KQkq - 1 9,white,h1h3,220.0,0.5005202111902353,1,,44,teacher_candidate,mates,,,
2281,mates_0009,mates,train,generated_0045,rnb1kb1r/pp1p1pp1/6Q1/2p1pn1p/1P2P3/6Pq/P1PP1P2/RNB1KBNR w KQkq - 1 9,white,g6f7,144.0,0.3452140341355209,0,,44,teacher_candidate,mates,,,
2281,mates_0009,mates,train,generated_0045,rnb1kb1r/pp1p1pp1/6Q1/2p1pn1p/1P2P3/6Pq/P1PP1P2/RNB1KBNR w KQkq - 1 9,white,g1h3,96.0,0.2354957495384979,0,,44,teacher_candidate,mates,,,
2281,mates_0009,mates,train,generated_0045,rnb1kb1r/pp1p1pp1/6Q1/2p1pn1p/1P2P3/6Pq/P1PP1P2/RNB1KBNR w KQkq - 1 9,white,g6f6,-618.0,-0.9129567300894555,0,,44,teacher_candidate,mates,,,
2281,mates_0009,mates,train,generated_0045,rnb1kb1r/pp1p1pp1/6Q1/2p1pn1p/1P2P3/6Pq/P1PP1P2/RNB1KBNR w KQkq - 1 9,white,e1d1,-99999.0,-1.0,0,,44,teacher_candidate,mates,-1.0,,
3154,mates_0010,mates,train,generated_0063,rnb1kbnr/pp1ppp1p/8/2q5/5P2/2P3p1/PP1PP1PP/R1BQKBNR w KQkq - 1 7,white,g1h3,-258.0,-0.5682943783549709,1,,19,teacher_candidate,mates,,,
3154,mates_0010,mates,train,generated_0063,rnb1kbnr/pp1ppp1p/8/2q5/5P2/2P3p1/PP1PP1PP/R1BQKBNR w KQkq - 1 7,white,e2e3,-259.0,-0.5699845772562152,0,,19,teacher_candidate,mates,,,
3154,mates_0010,mates,train,generated_0063,rnb1kbnr/pp1ppp1p/8/2q5/5P2/2P3p1/PP1PP1PP/R1BQKBNR w KQkq - 1 7,white,h2g3,-268.0,-0.5849798828807288,0,,19,teacher_candidate,mates,,,
3154,mates_0010,mates,train,generated_0063,rnb1kbnr/pp1ppp1p/8/2q5/5P2/2P3p1/PP1PP1PP/R1BQKBNR w KQkq - 1 7,white,a2a3,-99999.0,-1.0,0,,19,teacher_candidate,mates,-1.0,,
3154,mates_0010,mates,train,generated_0063,rnb1kbnr/pp1ppp1p/8/2q5/5P2/2P3p1/PP1PP1PP/R1BQKBNR w KQkq - 1 7,white,h2h4,-99999.0,-1.0,0,,19,teacher_candidate,mates,-1.0,,
2618,mates_0011,mates,train,generated_0052,2rqk1nr/2ppp2Q/bpn2p1b/P5pP/P1P4R/8/3PPPP1/RNB1KBN1 b Qk - 0 10,black,h8h7,601.0,0.9055989993239618,1,,24,teacher_candidate,mates,,,
2618,mates_0011,mates,train,generated_0052,2rqk1nr/2ppp2Q/bpn2p1b/P5pP/P1P4R/8/3PPPP1/RNB1KBN1 b Qk - 0 10,black,e8f8,-162.0,-0.3842190086035763,0,,24,teacher_candidate,mates,,,
2618,mates_0011,mates,train,generated_0052,2rqk1nr/2ppp2Q/bpn2p1b/P5pP/P1P4R/8/3PPPP1/RNB1KBN1 b Qk - 0 10,black,a6c4,-188.0,-0.4381993148327677,0,,24,teacher_candidate,mates,,,
2618,mates_0011,mates,train,generated_0052,2rqk1nr/2ppp2Q/bpn2p1b/P5pP/P1P4R/8/3PPPP1/RNB1KBN1 b Qk - 0 10,black,c8a8,-575.0,-0.8931933404003516,0,,24,teacher_candidate,mates,,,
2618,mates_0011,mates,train,generated_0052,2rqk1nr/2ppp2Q/bpn2p1b/P5pP/P1P4R/8/3PPPP1/RNB1KBN1 b Qk - 0 10,black,h6f8,-99999.0,-1.0,0,,24,teacher_candidate,mates,-1.0,,
200,mates_0012,mates,train,generated_0004,rnbqkbnr/1ppp4/B3pP1p/4N1p1/8/N1P5/PP1P1PPP/R1BQK2R b KQkq - 0 8,black,g8f6,-132.0,-0.3185207769027708,1,,24,teacher_candidate,mates,,,
200,mates_0012,mates,train,generated_0004,rnbqkbnr/1ppp4/B3pP1p/4N1p1/8/N1P5/PP1P1PPP/R1BQK2R b KQkq - 0 8,black,b8a6,-268.0,-0.5849798828807288,0,,24,teacher_candidate,mates,-1.0,,
200,mates_0012,mates,train,generated_0004,rnbqkbnr/1ppp4/B3pP1p/4N1p1/8/N1P5/PP1P1PPP/R1BQK2R b KQkq - 0 8,black,f8a3,-298.0,-0.6321565451609915,0,,24,teacher_candidate,mates,-2.0,,
200,mates_0012,mates,train,generated_0004,rnbqkbnr/1ppp4/B3pP1p/4N1p1/8/N1P5/PP1P1PPP/R1BQK2R b KQkq - 0 8,black,b7b6,-595.0,-0.9028636912994878,0,,24,teacher_candidate,mates,-1.0,,
200,mates_0012,mates,train,generated_0004,rnbqkbnr/1ppp4/B3pP1p/4N1p1/8/N1P5/PP1P1PPP/R1BQK2R b KQkq - 0 8,black,a8a6,-99999.0,-1.0,0,,24,teacher_candidate,mates,-1.0,,
4122,mates_0013,mates,train,generated_0082,r1bqkb1r/p1ppp1pn/4n2p/5p2/1p2PP2/BP3QPN/P1PP3P/RN3K1R b kq - 1 10,black,e6d4,802.0,0.9643791367189491,1,,22,teacher_candidate,mates,-2.0,,
4122,mates_0013,mates,train,generated_0082,r1bqkb1r/p1ppp1pn/4n2p/5p2/1p2PP2/BP3QPN/P1PP3P/RN3K1R b kq - 1 10,black,c8a6,746.0,0.9531386646526594,0,,22,teacher_candidate,mates,,,
4122,mates_0013,mates,train,generated_0082,r1bqkb1r/p1ppp1pn/4n2p/5p2/1p2PP2/BP3QPN/P1PP3P/RN3K1R b kq - 1 10,black,a8b8,630.0,0.91781744359907,0,,22,teacher_candidate,mates,-2.0,,
4122,mates_0013,mates,train,generated_0082,r1bqkb1r/p1ppp1pn/4n2p/5p2/1p2PP2/BP3QPN/P1PP3P/RN3K1R b kq - 1 10,black,a7a6,492.0,0.8425793256589296,0,,22,teacher_candidate,mates,-2.0,,
4122,mates_0013,mates,train,generated_0082,r1bqkb1r/p1ppp1pn/4n2p/5p2/1p2PP2/BP3QPN/P1PP3P/RN3K1R b kq - 1 10,black,h6h5,-99998.0,-1.0,0,,22,teacher_candidate,mates,-2.0,,
4453,mates_0014,mates,train,generated_0089,r1bqkb1r/1ppn1pp1/pn6/3pp1Q1/3P3N/4P3/PPPN1PPP/R1B1KB1R b KQkq - 4 9,black,d8g5,539.0,0.8734619197750799,1,,28,teacher_candidate,mates,,,
4453,mates_0014,mates,train,generated_0089,r1bqkb1r/1ppn1pp1/pn6/3pp1Q1/3P3N/4P3/PPPN1PPP/R1B1KB1R b KQkq - 4 9,black,h8h4,468.0,0.8242721703413975,0,,28,teacher_candidate,mates,,,
4453,mates_0014,mates,train,generated_0089,r1bqkb1r/1ppn1pp1/pn6/3pp1Q1/3P3N/4P3/PPPN1PPP/R1B1KB1R b KQkq - 4 9,black,f8e7,340.0,0.6910694698329306,0,,28,teacher_candidate,mates,,,
4453,mates_0014,mates,train,generated_0089,r1bqkb1r/1ppn1pp1/pn6/3pp1Q1/3P3N/4P3/PPPN1PPP/R1B1KB1R b KQkq - 4 9,black,b6a4,-58.0,-0.1439922658630372,0,,28,teacher_candidate,mates,,,
4453,mates_0014,mates,train,generated_0089,r1bqkb1r/1ppn1pp1/pn6/3pp1Q1/3P3N/4P3/PPPN1PPP/R1B1KB1R b KQkq - 4 9,black,f7f5,-99998.0,-1.0,0,,28,teacher_candidate,mates,-2.0,,
1577,mates_0015,mates,train,generated_0031,r4knr/pppQ1pp1/n6p/4p1q1/1bBpP3/6PP/P1PP1P2/RNB1K1NR w KQ - 0 10,white,d7f7,99999.0,1.0,1,,41,teacher_candidate,mates,1.0,,
1577,mates_0015,mates,train,generated_0031,r4knr/pppQ1pp1/n6p/4p1q1/1bBpP3/6PP/P1PP1P2/RNB1K1NR w KQ - 0 10,white,e1e2,851.0,0.972011067961144,0,,41,teacher_candidate,mates,,,
1577,mates_0015,mates,train,generated_0031,r4knr/pppQ1pp1/n6p/4p1q1/1bBpP3/6PP/P1PP1P2/RNB1K1NR w KQ - 0 10,white,e1d1,836.0,0.9698640203788144,0,,41,teacher_candidate,mates,,,
1577,mates_0015,mates,train,generated_0031,r4knr/pppQ1pp1/n6p/4p1q1/1bBpP3/6PP/P1PP1P2/RNB1K1NR w KQ - 0 10,white,d7a4,557.0,0.883719698991578,0,,41,teacher_candidate,mates,,,
1577,mates_0015,mates,train,generated_0031,r4knr/pppQ1pp1/n6p/4p1q1/1bBpP3/6PP/P1PP1P2/RNB1K1NR w KQ - 0 10,white,d7d4,-966.0,-0.98415351575153,0,,41,teacher_candidate,mates,,,
1269,mates_0016,mates,train,generated_0025,r2qkbnr/pppbp1pp/Q7/3p1p2/8/1PP5/P2PPPPP/RNBK1BNR b kq - 0 9,black,b7a6,796.0,0.9633142186045134,1,,25,teacher_candidate,mates,,,
1269,mates_0016,mates,train,generated_0025,r2qkbnr/pppbp1pp/Q7/3p1p2/8/1PP5/P2PPPPP/RNBK1BNR b kq - 0 9,black,b7b5,118.0,0.2867302913888035,0,,25,teacher_candidate,mates,,,
1269,mates_0016,mates,train,generated_0025,r2qkbnr/pppbp1pp/Q7/3p1p2/8/1PP5/P2PPPPP/RNBK1BNR b kq - 0 9,black,d8c8,-120.0,-0.2913126124515909,0,,25,teacher_candidate,mates,,,
1269,mates_0016,mates,train,generated_0025,r2qkbnr/pppbp1pp/Q7/3p1p2/8/1PP5/P2PPPPP/RNBK1BNR b kq - 0 9,black,c7c5,-398.0,-0.7594862750644984,0,,25,teacher_candidate,mates,,,
1269,mates_0016,mates,train,generated_0025,r2qkbnr/pppbp1pp/Q7/3p1p2/8/1PP5/P2PPPPP/RNBK1BNR b kq - 0 9,black,h7h6,-99999.0,-1.0,0,,25,teacher_candidate,mates,-1.0,,
1574,mates_0017,mates,train,generated_0031,rn1qkbnr/pppbp3/6p1/1B1pPpQp/3P4/7N/PPPB1PPP/RN2K2R w KQ - 0 10,white,g5g6,99999.0,1.0,1,,46,teacher_candidate,mates,1.0,,
1574,mates_0017,mates,train,generated_0031,rn1qkbnr/pppbp3/6p1/1B1pPpQp/3P4/7N/PPPB1PPP/RN2K2R w KQ - 0 10,white,e5e6,828.0,0.9686534238679028,0,,46,teacher_candidate,mates,,,
1574,mates_0017,mates,train,generated_0031,rn1qkbnr/pppbp3/6p1/1B1pPpQp/3P4/7N/PPPB1PPP/RN2K2R w KQ - 0 10,white,a2a4,792.0,0.9625869800912908,0,,46,teacher_candidate,mates,,,
1574,mates_0017,mates,train,generated_0031,rn1qkbnr/pppbp3/6p1/1B1pPpQp/3P4/7N/PPPB1PPP/RN2K2R w KQ - 0 10,white,e1g1,282.0,0.6075318872684418,0,,46,teacher_candidate,mates,,,
1574,mates_0017,mates,train,generated_0031,rn1qkbnr/pppbp3/6p1/1B1pPpQp/3P4/7N/PPPB1PPP/RN2K2R w KQ - 0 10,white,g5f6,-893.0,-0.9772523136902562,0,,46,teacher_candidate,mates,,,
2517,mates_0018,mates,train,generated_0050,r2qkb1r/p1pppppp/b7/1p4N1/Pn2n2P/5QP1/1PPP1P2/RNB1KB1R w KQkq - 3 9,white,f3f7,99999.0,1.0,1,,44,teacher_candidate,mates,1.0,,
2517,mates_0018,mates,train,generated_0050,r2qkb1r/p1pppppp/b7/1p4N1/Pn2n2P/5QP1/1PPP1P2/RNB1KB1R w KQkq - 3 9,white,f3e4,477.0,0.831352607157051,0,,44,teacher_candidate,mates,,,
2517,mates_0018,mates,train,generated_0050,r2qkb1r/p1pppppp/b7/1p4N1/Pn2n2P/5QP1/1PPP1P2/RNB1KB1R w KQkq - 3 9,white,g5f7,260.0,0.5716699660851172,0,,44,teacher_candidate,mates,,,
2517,mates_0018,mates,train,generated_0050,r2qkb1r/p1pppppp/b7/1p4N1/Pn2n2P/5QP1/1PPP1P2/RNB1KB1R w KQkq - 3 9,white,f1g2,-347.0,-0.7001017166719224,0,,44,teacher_candidate,mates,,,
2517,mates_0018,mates,train,generated_0050,r2qkb1r/p1pppppp/b7/1p4N1/Pn2n2P/5QP1/1PPP1P2/RNB1KB1R w KQkq - 3 9,white,f3f6,-974.0,-0.9847701337512216,0,,44,teacher_candidate,mates,,,
2462,mates_0019,mates,train,generated_0049,1n1qkbnr/1p2pp1p/1rp5/3B2p1/pP1P1Qb1/2N1P3/P1PK1P1P/R1B3NR b k - 0 10,black,g5f4,978.0,0.9850694539943046,1,,34,teacher_candidate,mates,,,
2462,mates_0019,mates,train,generated_0049,1n1qkbnr/1p2pp1p/1rp5/3B2p1/pP1P1Qb1/2N1P3/P1PK1P1P/R1B3NR b k - 0 10,black,g8f6,503.0,0.8503734168441159,0,,34,teacher_candidate,mates,,,
2462,mates_0019,mates,train,generated_0049,1n1qkbnr/1p2pp1p/1rp5/3B2p1/pP1P1Qb1/2N1P3/P1PK1P1P/R1B3NR b k - 0 10,black,g4e6,408.0,0.7698665359089004,0,,34,teacher_candidate,mates,,,
2462,mates_0019,mates,train,generated_0049,1n1qkbnr/1p2pp1p/1rp5/3B2p1/pP1P1Qb1/2N1P3/P1PK1P1P/R1B3NR b k - 0 10,black,e8d7,-530.0,-0.8680219810175624,0,,34,teacher_candidate,mates,,,
2462,mates_0019,mates,train,generated_0049,1n1qkbnr/1p2pp1p/1rp5/3B2p1/pP1P1Qb1/2N1P3/P1PK1P1P/R1B3NR b k - 0 10,black,g4d7,-99999.0,-1.0,0,,34,teacher_candidate,mates,-1.0,,
1123,mates_0020,mates,train,generated_0022,r1b1kb1r/ppp1pp2/P2B4/3pnqpp/P1P1P3/6P1/3P1P1P/RN1QKBNR w KQkq - 1 10,white,e4f5,748.0,0.953594123708712,1,,38,teacher_candidate,mates,,,
1123,mates_0020,mates,train,generated_0022,r1b1kb1r/ppp1pp2/P2B4/3pnqpp/P1P1P3/6P1/3P1P1P/RN1QKBNR w KQkq - 1 10,white,b1c3,517.0,0.8597798875571636,0,,38,teacher_candidate,mates,,,
1123,mates_0020,mates,train,generated_0022,r1b1kb1r/ppp1pp2/P2B4/3pnqpp/P1P1P3/6P1/3P1P1P/RN1QKBNR w KQkq - 1 10,white,d6e5,413.0,0.7749090662984006,0,,38,teacher_candidate,mates,,,
1123,mates_0020,mates,train,generated_0022,r1b1kb1r/ppp1pp2/P2B4/3pnqpp/P1P1P3/6P1/3P1P1P/RN1QKBNR w KQkq - 1 10,white,a4a5,-354.0,-0.7089153421260694,0,,38,teacher_candidate,mates,,,
1123,mates_0020,mates,train,generated_0022,r1b1kb1r/ppp1pp2/P2B4/3pnqpp/P1P1P3/6P1/3P1P1P/RN1QKBNR w KQkq - 1 10,white,g1e2,-99999.0,-1.0,0,,38,teacher_candidate,mates,-1.0,,
3362,mates_0021,mates,train,generated_0067,rnb2bnr/pp1ppkp1/5P1p/8/2pq2QP/P2B4/1PPK1PP1/RNB3NR b - - 1 9,black,d4g4,668.0,0.9315516846152082,1,,35,teacher_candidate,mates,,,
3362,mates_0021,mates,train,generated_0067,rnb2bnr/pp1ppkp1/5P1p/8/2pq2QP/P2B4/1PPK1PP1/RNB3NR b - - 1 9,black,c4c3,282.0,0.6075318872684418,0,,35,teacher_candidate,mates,,,
3362,mates_0021,mates,train,generated_0067,rnb2bnr/pp1ppkp1/5P1p/8/2pq2QP/P2B4/1PPK1PP1/RNB3NR b - - 1 9,black,d4f2,91.0,0.2236547380034742,0,,35,teacher_candidate,mates,,,
3362,mates_0021,mates,train,generated_0067,rnb2bnr/pp1ppkp1/5P1p/8/2pq2QP/P2B4/1PPK1PP1/RNB3NR b - - 1 9,black,b8a6,-999.0,-0.9865476533417604,0,,35,teacher_candidate,mates,,,
3362,mates_0021,mates,train,generated_0067,rnb2bnr/pp1ppkp1/5P1p/8/2pq2QP/P2B4/1PPK1PP1/RNB3NR b - - 1 9,black,f7f6,-99999.0,-1.0,0,,35,teacher_candidate,mates,-1.0,,
1792,mates_0022,mates,train,generated_0035,rnb3nr/pp1pp3/2p3kb/q1N2p1p/2P3p1/3P3P/PP1BPPP1/1R1QKBNR w K - 2 10,white,d2a5,637.0,0.920531764576771,1,,30,teacher_candidate,mates,,,
1792,mates_0022,mates,train,generated_0035,rnb3nr/pp1pp3/2p3kb/q1N2p1p/2P3p1/3P3P/PP1BPPP1/1R1QKBNR w K - 2 10,white,d2c3,182.0,0.4260003255045633,0,,30,teacher_candidate,mates,,,
