position_id,lesson_id,stage,split,source_game_id,fen,side_to_move,move_uci,teacher_cp,teacher_target,is_best,is_positive,legal_move_count,candidate_type,motif,mate_distance
movement_0013,movement_0013,movement,train,synthetic_movement_0013,4k3/8/8/8/8/8/5N2/4K3 w - - 0 1,white,f2d1,100.0,1.0,1,1,10,legal,piece_movement,
movement_0013,movement_0013,movement,train,synthetic_movement_0013,4k3/8/8/8/8/8/5N2/4K3 w - - 0 1,white,f2d3,100.0,1.0,1,1,10,legal,piece_movement,
movement_0013,movement_0013,movement,train,synthetic_movement_0013,4k3/8/8/8/8/8/5N2/4K3 w - - 0 1,white,f2e4,100.0,1.0,1,1,10,legal,piece_movement,
movement_0013,movement_0013,movement,train,synthetic_movement_0013,4k3/8/8/8/8/8/5N2/4K3 w - - 0 1,white,f2g4,100.0,1.0,1,1,10,legal,piece_movement,
movement_0013,movement_0013,movement,train,synthetic_movement_0013,4k3/8/8/8/8/8/5N2/4K3 w - - 0 1,white,f2h1,100.0,1.0,1,1,10,legal,piece_movement,
movement_0013,movement_0013,movement,train,synthetic_movement_0013,4k3/8/8/8/8/8/5N2/4K3 w - - 0 1,white,f2a1,-100.0,-1.0,0,0,10,illegal,piece_movement,
movement_0013,movement_0013,movement,train,synthetic_movement_0013,4k3/8/8/8/8/8/5N2/4K3 w - - 0 1,white,f2b1,-100.0,-1.0,0,0,10,illegal,piece_movement,
movement_0013,movement_0013,movement,train,synthetic_movement_0013,4k3/8/8/8/8/8/5N2/4K3 w - - 0 1,white,f2c1,-100.0,-1.0,0,0,10,illegal,piece_movement,
movement_0013,movement_0013,movement,train,synthetic_movement_0013,4k3/8/8/8/8/8/5N2/4K3 w - - 0 1,white,f2e1,-100.0,-1.0,0,0,10,illegal,piece_movement,
movement_0013,movement_0013,movement,train,synthetic_movement_0013,4k3/8/8/8/8/8/5N2/4K3 w - - 0 1,white,f2f1,-100.0,-1.0,0,0,10,illegal,piece_movement,
movement_0014,movement_0014,movement,train,synthetic_movement_0014,4k3/8/8/8/7B/8/8/4K3 w - - 0 1,white,h4d8,100.0,1.0,1,1,11,legal,piece_movement,
movement_0014,movement_0014,movement,train,synthetic_movement_0014,4k3/8/8/8/7B/8/8/4K3 w - - 0 1,white,h4e7,100.0,1.0,1,1,11,legal,piece_movement,
movement_0014,movement_0014,movement,train,synthetic_movement_0014,4k3/8/8/8/7B/8/8/4K3 w - - 0 1,white,h4f2,100.0,1.0,1,1,11,legal,piece_movement,
movement_0014,movement_0014,movement,train,synthetic_movement_0014,4k3/8/8/8/7B/8/8/4K3 w - - 0 1,white,h4f6,100.0,1.0,1,1,11,legal,piece_movement,
movement_0014,movement_0014,movement,train,synthetic_movement_0014,4k3/8/8/8/7B/8/8/4K3 w - - 0 1,white,h4g3,100.0,1.0,1,1,11,legal,piece_movement,
movement_0014,movement_0014,movement,train,synthetic_movement_0014,4k3/8/8/8/7B/8/8/4K3 w - - 0 1,white,h4a1,-100.0,-1.0,0,0,11,illegal,piece_movement,
movement_0014,movement_0014,movement,train,synthetic_movement_0014,4k3/8/8/8/7B/8/8/4K3 w - - 0 1,white,h4b1,-100.0,-1.0,0,0,11,illegal,piece_movement,
movement_0014,movement_0014,movement,train,synthetic_movement_0014,4k3/8/8/8/7B/8/8/4K3 w - - 0 1,white,h4c1,-100.0,-1.0,0,0,11,illegal,piece_movement,
movement_0014,movement_0014,movement,train,synthetic_movement_0014,4k3/8/8/8/7B/8/8/4K3 w - - 0 1,white,h4d1,-100.0,-1.0,0,0,11,illegal,piece_movement,
movement_0014,movement_0014,movement,train,synthetic_movement_0014,4k3/8/8/8/7B/8/8/4K3 w - - 0 1,white,h4e1,-100.0,-1.0,0,0,11,illegal,piece_movement,
movement_0015,movement_0015,movement,train,synthetic_movement_0015,4k3/7R/8/8/8/8/8/4K3 w - - 0 1,white,h7a7,100.0,1.0,1,1,19,legal,piece_movement,
movement_0015,movement_0015,movement,train,synthetic_movement_0015,4k3/7R/8/8/8/8/8/4K3 w - - 0 1,white,h7b7,100.0,1.0,1,1,19,legal,piece_movement,
movement_0015,movement_0015,movement,train,synthetic_movement_0015,4k3/7R/8/8/8/8/8/4K3 w - - 0 1,white,h7c7,100.0,1.0,1,1,19,legal,piece_movement,
movement_0015,movement_0015,movement,train,synthetic_movement_0015,4k3/7R/8/8/8/8/8/4K3 w - - 0 1,white,h7d7,100.0,1.0,1,1,19,legal,piece_movement,
movement_0015,movement_0015,movement,train,synthetic_movement_0015,4k3/7R/8/8/8/8/8/4K3 w - - 0 1,white,h7e7,100.0,1.0,1,1,19,legal,piece_movement,
movement_0015,movement_0015,movement,train,synthetic_movement_0015,4k3/7R/8/8/8/8/8/4K3 w - - 0 1,white,h7a1,-100.0,-1.0,0,0,19,illegal,piece_movement,
movement_0015,movement_0015,movement,train,synthetic_movement_0015,4k3/7R/8/8/8/8/8/4K3 w - - 0 1,white,h7b1,-100.0,-1.0,0,0,19,illegal,piece_movement,
movement_0015,movement_0015,movement,train,synthetic_movement_0015,4k3/7R/8/8/8/8/8/4K3 w - - 0 1,white,h7c1,-100.0,-1.0,0,0,19,illegal,piece_movement,
movement_0015,movement_0015,movement,train,synthetic_movement_0015,4k3/7R/8/8/8/8/8/4K3 w - - 0 1,white,h7d1,-100.0,-1.0,0,0,19,illegal,piece_movement,
movement_0015,movement_0015,movement,train,synthetic_movement_0015,4k3/7R/8/8/8/8/8/4K3 w - - 0 1,white,h7e1,-100.0,-1.0,0,0,19,illegal,piece_movement,
movement_0016,movement_0016,movement,train,synthetic_movement_0016,4k3/2Q5/8/8/8/8/8/4K3 w - - 0 1,white,c7a5,100.0,1.0,1,1,28,legal,piece_movement,
movement_0016,movement_0016,movement,train,synthetic_movement_0016,4k3/2Q5/8/8/8/8/8/4K3 w - - 0 1,white,c7a7,100.0,1.0,1,1,28,legal,piece_movement,
movement_0016,movement_0016,movement,train,synthetic_movement_0016,4k3/2Q5/8/8/8/8/8/4K3 w - - 0 1,white,c7b6,100.0,1.0,1,1,28,legal,piece_movement,
movement_0016,movement_0016,movement,train,synthetic_movement_0016,4k3/2Q5/8/8/8/8/8/4K3 w - - 0 1,white,c7b7,100.0,1.0,1,1,28,legal,piece_movement,
movement_0016,movement_0016,movement,train,synthetic_movement_0016,4k3/2Q5/8/8/8/8/8/4K3 w - - 0 1,white,c7b8,100.0,1.0,1,1,28,legal,piece_movement,
movement_0016,movement_0016,movement,train,synthetic_movement_0016,4k3/2Q5/8/8/8/8/8/4K3 w - - 0 1,white,c7a1,-100.0,-1.0,0,0,28,illegal,piece_movement,
movement_0016,movement_0016,movement,train,synthetic_movement_0016,4k3/2Q5/8/8/8/8/8/4K3 w - - 0 1,white,c7b1,-100.0,-1.0,0,0,28,illegal,piece_movement,
