position_id,lesson_id,stage,split,source_game_id,fen,side_to_move,move_uci,teacher_cp,teacher_target,is_best,is_positive,legal_move_count,candidate_type,motif,mate_distance,movement_piece,blocker_present
2630,tactics_0005,tactics,train,generated_0052,rnbqkbnr/3pp2p/6p1/ppp2p2/2P2P2/1P2P2N/P1QP2PP/RNBK1B1R b kq - 0 7,black,b5b4,38.0,0.0947152362861785,0,,23,teacher_candidate,tactics,,,
2630,tactics_0005,tactics,train,generated_0052,rnbqkbnr/3pp2p/6p1/ppp2p2/2P2P2/1P2P2N/P1QP2PP/RNBK1B1R b kq - 0 7,black,b5c4,-49.0,-0.1218909006494324,0,,23,teacher_candidate,tactics,,,
2630,tactics_0005,tactics,train,generated_0052,rnbqkbnr/3pp2p/6p1/ppp2p2/2P2P2/1P2P2N/P1QP2PP/RNBK1B1R b kq - 0 7,black,e7e5,-210.0,-0.481549798364308,0,,23,teacher_candidate,tactics,,,
2630,tactics_0005,tactics,train,generated_0052,rnbqkbnr/3pp2p/6p1/ppp2p2/2P2P2/1P2P2N/P1QP2PP/RNBK1B1R b kq - 0 7,black,g6g5,-546.0,-0.877547674360184,0,,23,teacher_candidate,tactics,,,
1516,tactics_0006,tactics,train,generated_0030,r1bqkbnr/1ppn2pp/3p4/4pp2/pP4P1/4PP1B/P1PP1K1P/RNBQ2NR w kq - 0 9,white,g4f5,-122.0,-0.2958816041613004,1,,25,teacher_candidate,tactics,,,
1516,tactics_0006,tactics,train,generated_0030,r1bqkbnr/1ppn2pp/3p4/4pp2/pP4P1/4PP1B/P1PP1K1P/RNBQ2NR w kq - 0 9,white,b1c3,-146.0,-0.349610545164627,0,,25,teacher_candidate,tactics,,,
1516,tactics_0006,tactics,train,generated_0030,r1bqkbnr/1ppn2pp/3p4/4pp2/pP4P1/4PP1B/P1PP1K1P/RNBQ2NR w kq - 0 9,white,d2d4,-189.0,-0.4402170536009829,0,,25,teacher_candidate,tactics,,,
1516,tactics_0006,tactics,train,generated_0030,r1bqkbnr/1ppn2pp/3p4/4pp2/pP4P1/4PP1B/P1PP1K1P/RNBQ2NR w kq - 0 9,white,b1a3,-261.0,-0.5733505443682791,0,,25,teacher_candidate,tactics,,,
1516,tactics_0006,tactics,train,generated_0030,r1bqkbnr/1ppn2pp/3p4/4pp2/pP4P1/4PP1B/P1PP1K1P/RNBQ2NR w kq - 0 9,white,h3f1,-428.0,-0.7894612209549805,0,,25,teacher_candidate,tactics,,,
3909,tactics_0007,tactics,train,generated_0078,rnbqk1n1/p2p2pr/2p1p2p/1pb5/5B1P/PP1P1N1R/2PNPPP1/R2QKB2 w Qq - 3 10,white,d3d4,721.0,0.9470642968810792,1,,35,teacher_candidate,tactics,,,
3909,tactics_0007,tactics,train,generated_0078,rnbqk1n1/p2p2pr/2p1p2p/1pb5/5B1P/PP1P1N1R/2PNPPP1/R2QKB2 w Qq - 3 10,white,d2e4,654.0,0.9267703434510204,0,,35,teacher_candidate,tactics,,,
3909,tactics_0007,tactics,train,generated_0078,rnbqk1n1/p2p2pr/2p1p2p/1pb5/5B1P/PP1P1N1R/2PNPPP1/R2QKB2 w Qq - 3 10,white,e2e4,579.0,0.8951974297716623,0,,35,teacher_candidate,tactics,,,
3909,tactics_0007,tactics,train,generated_0078,rnbqk1n1/p2p2pr/2p1p2p/1pb5/5B1P/PP1P1N1R/2PNPPP1/R2QKB2 w Qq - 3 10,white,g2g3,461.0,0.8185805822252497,0,,35,teacher_candidate,tactics,,,
3909,tactics_0007,tactics,train,generated_0078,rnbqk1n1/p2p2pr/2p1p2p/1pb5/5B1P/PP1P1N1R/2PNPPP1/R2QKB2 w Qq - 3 10,white,f4d6,-96.0,-0.2354957495384979,0,,35,teacher_candidate,tactics,,,
2330,tactics_0008,tactics,train,generated_0046,rnbqk1nr/3p3p/p1pb1p2/1P2p1P1/2p1P3/2N4R/P2P1PP1/R1BQKBN1 b Qkq - 0 10,black,a6b5,-69.0,-0.1708091382589301,1,,25,teacher_candidate,tactics,,,
2330,tactics_0008,tactics,train,generated_0046,rnbqk1nr/3p3p/p1pb1p2/1P2p1P1/2p1P3/2N4R/P2P1PP1/R1BQKBN1 b Qkq - 0 10,black,f6g5,-277.0,-0.5995856436014414,0,,25,teacher_candidate,tactics,,,
2330,tactics_0008,tactics,train,generated_0046,rnbqk1nr/3p3p/p1pb1p2/1P2p1P1/2p1P3/2N4R/P2P1PP1/R1BQKBN1 b Qkq - 0 10,black,c6b5,-370.0,-0.7282542059818115,0,,25,teacher_candidate,tactics,,,
2330,tactics_0008,tactics,train,generated_0046,rnbqk1nr/3p3p/p1pb1p2/1P2p1P1/2p1P3/2N4R/P2P1PP1/R1BQKBN1 b Qkq - 0 10,black,c8b7,-629.0,-0.9174225103797896,0,,25,teacher_candidate,tactics,,,
2330,tactics_0008,tactics,train,generated_0046,rnbqk1nr/3p3p/p1pb1p2/1P2p1P1/2p1P3/2N4R/P2P1PP1/R1BQKBN1 b Qkq - 0 10,black,d6a3,-1091.0,-0.9914866400015664,0,,25,teacher_candidate,tactics,,,
2234,tactics_0009,tactics,train,generated_0044,1nbqkb1r/1pp2p1p/r2p2p1/p3Q3/2P5/3PPNP1/PP2KPP1/RNB2B1R b k - 0 9,black,d6e5,944.0,0.9823271990787844,1,,5,teacher_candidate,tactics,,,
2234,tactics_0009,tactics,train,generated_0044,1nbqkb1r/1pp2p1p/r2p2p1/p3Q3/2P5/3PPNP1/PP2KPP1/RNB2B1R b k - 0 9,black,c8e6,-434.0,-0.7950459331118053,0,,5,teacher_candidate,tactics,,,
2234,tactics_0009,tactics,train,generated_0044,1nbqkb1r/1pp2p1p/r2p2p1/p3Q3/2P5/3PPNP1/PP2KPP1/RNB2B1R b k - 0 9,black,d8e7,-923.0,-0.9803898168165917,0,,5,teacher_candidate,tactics,,,
2234,tactics_0009,tactics,train,generated_0044,1nbqkb1r/1pp2p1p/r2p2p1/p3Q3/2P5/3PPNP1/PP2KPP1/RNB2B1R b k - 0 9,black,f8e7,-1131.0,-0.9930244680006496,0,,5,teacher_candidate,tactics,,,
2342,tactics_0010,tactics,train,generated_0046,rnbqk2r/2ppnppp/1p6/p7/PPB1p3/N3PN2/2PP1PPP/R1BQK2R b KQkq - 1 7,black,d7d5,-123.0,-0.2981610484891466,1,,28,teacher_candidate,tactics,,,
2342,tactics_0010,tactics,train,generated_0046,rnbqk2r/2ppnppp/1p6/p7/PPB1p3/N3PN2/2PP1PPP/R1BQK2R b KQkq - 1 7,black,a5b4,-124.0,-0.3004370971476541,0,,28,teacher_candidate,tactics,,,
2342,tactics_0010,tactics,train,generated_0046,rnbqk2r/2ppnppp/1p6/p7/PPB1p3/N3PN2/2PP1PPP/R1BQK2R b KQkq - 1 7,black,e4f3,-414.0,-0.7759059228860193,0,,28,teacher_candidate,tactics,,,
2342,tactics_0010,tactics,train,generated_0046,rnbqk2r/2ppnppp/1p6/p7/PPB1p3/N3PN2/2PP1PPP/R1BQK2R b KQkq - 1 7,black,c8a6,-741.0,-0.9519808468695424,0,,28,teacher_candidate,tactics,,,
2342,tactics_0010,tactics,train,generated_0046,rnbqk2r/2ppnppp/1p6/p7/PPB1p3/N3PN2/2PP1PPP/R1BQK2R b KQkq - 1 7,black,g7g5,-875.0,-0.9751366982936284,0,,28,teacher_candidate,tactics,,,
4786,tactics_0011,tactics,train,generated_0095,rnbqkbnr/p1pppp2/7p/1p6/P3N1p1/1P1P1PK1/2P1P1PP/R1BQ1BNR b kq - 1 8,black,d7d5,392.0,0.753065904869552,1,,21,teacher_candidate,tactics,,,
4786,tactics_0011,tactics,train,generated_0095,rnbqkbnr/p1pppp2/7p/1p6/P3N1p1/1P1P1PK1/2P1P1PP/R1BQ1BNR b kq - 1 8,black,f7f5,214.0,0.4891938316549519,0,,21,teacher_candidate,tactics,,,
4786,tactics_0011,tactics,train,generated_0095,rnbqkbnr/p1pppp2/7p/1p6/P3N1p1/1P1P1PK1/2P1P1PP/R1BQ1BNR b kq - 1 8,black,f8g7,138.0,0.3319338535036404,0,,21,teacher_candidate,tactics,,,
4786,tactics_0011,tactics,train,generated_0095,rnbqkbnr/p1pppp2/7p/1p6/P3N1p1/1P1P1PK1/2P1P1PP/R1BQ1BNR b kq - 1 8,black,a7a6,28.0,0.0698858903164289,0,,21,teacher_candidate,tactics,,,
4786,tactics_0011,tactics,train,generated_0095,rnbqkbnr/p1pppp2/7p/1p6/P3N1p1/1P1P1PK1/2P1P1PP/R1BQ1BNR b kq - 1 8,black,f7f6,-167.0,-0.3948222287917645,0,,21,teacher_candidate,tactics,,,
2380,tactics_0012,tactics,train,generated_0047,rn2kbn1/p1q1p3/Bpp2p1r/3p2pp/3P4/1PN1PNP1/P1P2P1P/R1BQ1KR1 b q - 0 10,black,b8a6,-63.0,-0.1562104657686182,1,,24,teacher_candidate,tactics,,,
2380,tactics_0012,tactics,train,generated_0047,rn2kbn1/p1q1p3/Bpp2p1r/3p2pp/3P4/1PN1PNP1/P1P2P1P/R1BQ1KR1 b q - 0 10,black,b6b5,-136.0,-0.3274773948087053,0,,24,teacher_candidate,tactics,,,
2380,tactics_0012,tactics,train,generated_0047,rn2kbn1/p1q1p3/Bpp2p1r/3p2pp/3P4/1PN1PNP1/P1P2P1P/R1BQ1KR1 b q - 0 10,black,g5g4,-522.0,-0.8630047925513478,0,,24,teacher_candidate,tactics,,,
2380,tactics_0012,tactics,train,generated_0047,rn2kbn1/p1q1p3/Bpp2p1r/3p2pp/3P4/1PN1PNP1/P1P2P1P/R1BQ1KR1 b q - 0 10,black,h5h4,-832.0,-0.9692645888694488,0,,24,teacher_candidate,tactics,,,
2380,tactics_0012,tactics,train,generated_0047,rn2kbn1/p1q1p3/Bpp2p1r/3p2pp/3P4/1PN1PNP1/P1P2P1P/R1BQ1KR1 b q - 0 10,black,c7b7,-1081.0,-0.9910521035311404,0,,24,teacher_candidate,tactics,,,
3481,tactics_0013,tactics,train,generated_0069,rn1qkb1r/pbpp1ppp/1p2pn2/1N6/PP4P1/5P2/2PPP2P/R1BQKBNR b KQkq - 2 8,black,f6g4,386.0,0.7464988397557184,1,,32,teacher_candidate,tactics,,,
3481,tactics_0013,tactics,train,generated_0069,rn1qkb1r/pbpp1ppp/1p2pn2/1N6/PP4P1/5P2/2PPP2P/R1BQKBNR b KQkq - 2 8,black,f8b4,310.0,0.6498274636719203,0,,32,teacher_candidate,tactics,,,
3481,tactics_0013,tactics,train,generated_0069,rn1qkb1r/pbpp1ppp/1p2pn2/1N6/PP4P1/5P2/2PPP2P/R1BQKBNR b KQkq - 2 8,black,a7a6,305.0,0.642547152682299,0,,32,teacher_candidate,tactics,,,
3481,tactics_0013,tactics,train,generated_0069,rn1qkb1r/pbpp1ppp/1p2pn2/1N6/PP4P1/5P2/2PPP2P/R1BQKBNR b KQkq - 2 8,black,f6g8,123.0,0.2981610484891466,0,,32,teacher_candidate,tactics,,,
3481,tactics_0013,tactics,train,generated_0069,rn1qkb1r/pbpp1ppp/1p2pn2/1N6/PP4P1/5P2/2PPP2P/R1BQKBNR b KQkq - 2 8,black,f8c5,-269.0,-0.5866219743251164,0,,32,teacher_candidate,tactics,,,
357,tactics_0014,tactics,train,generated_0007,2bqkbnr/1p1nppp1/r2p4/pPp4p/3P4/P3PP2/2P2KPP/RNBQ1BNR b k - 2 7,black,a6a8,8.0,0.0199973337599309,1,,26,teacher_candidate,tactics,,,
357,tactics_0014,tactics,train,generated_0007,2bqkbnr/1p1nppp1/r2p4/pPp4p/3P4/P3PP2/2P2KPP/RNBQ1BNR b k - 2 7,black,a6a7,5.0,0.0124993489990208,0,,26,teacher_candidate,tactics,,,
357,tactics_0014,tactics,train,generated_0007,2bqkbnr/1p1nppp1/r2p4/pPp4p/3P4/P3PP2/2P2KPP/RNBQ1BNR b k - 2 7,black,a6b6,-89.0,-0.2188995672566503,0,,26,teacher_candidate,tactics,,,
357,tactics_0014,tactics,train,generated_0007,2bqkbnr/1p1nppp1/r2p4/pPp4p/3P4/P3PP2/2P2KPP/RNBQ1BNR b k - 2 7,black,d7b6,-765.0,-0.9572948876779588,0,,26,teacher_candidate,tactics,,,
357,tactics_0014,tactics,train,generated_0007,2bqkbnr/1p1nppp1/r2p4/pPp4p/3P4/P3PP2/2P2KPP/RNBQ1BNR b k - 2 7,black,f7f6,-908.0,-0.9788786239267536,0,,26,teacher_candidate,tactics,,,
2522,tactics_0015,tactics,train,generated_0050,r1bqk2r/p1pp1p1p/np1Rp3/2P3p1/P3n3/5N2/1P1PPPPP/1NBQKB1R w Kkq - 3 9,white,d6d4,726.0,0.948337522950672,1,,29,teacher_candidate,tactics,,,
2522,tactics_0015,tactics,train,generated_0050,r1bqk2r/p1pp1p1p/np1Rp3/2P3p1/P3n3/5N2/1P1PPPPP/1NBQKB1R w Kkq - 3 9,white,d6d3,479.0,0.8328904660394908,0,,29,teacher_candidate,tactics,,,
2522,tactics_0015,tactics,train,generated_0050,r1bqk2r/p1pp1p1p/np1Rp3/2P3p1/P3n3/5N2/1P1PPPPP/1NBQKB1R w Kkq - 3 9,white,f3g5,347.0,0.7001017166719224,0,,29,teacher_candidate,tactics,,,
2522,tactics_0015,tactics,train,generated_0050,r1bqk2r/p1pp1p1p/np1Rp3/2P3p1/P3n3/5N2/1P1PPPPP/1NBQKB1R w Kkq - 3 9,white,g2g3,-6.0,-0.0149988751012407,0,,29,teacher_candidate,tactics,,,
2522,tactics_0015,tactics,train,generated_0050,r1bqk2r/p1pp1p1p/np1Rp3/2P3p1/P3n3/5N2/1P1PPPPP/1NBQKB1R w Kkq - 3 9,white,f3h4,-219.0,-0.4986441688103595,0,,29,teacher_candidate,tactics,,,
537,tactics_0016,tactics,train,generated_0010,rnbqk1r1/pp1p1p2/3bpn1p/6p1/3p1P2/NP1KP3/P1P3PP/R1B1QBNR b q - 3 10,black,d4e3,542.0,0.8752282972400112,1,,34,teacher_candidate,tactics,,,
537,tactics_0016,tactics,train,generated_0010,rnbqk1r1/pp1p1p2/3bpn1p/6p1/3p1P2/NP1KP3/P1P3PP/R1B1QBNR b q - 3 10,black,b8c6,482.0,0.8351733637441744,0,,34,teacher_candidate,tactics,,,
537,tactics_0016,tactics,train,generated_0010,rnbqk1r1/pp1p1p2/3bpn1p/6p1/3p1P2/NP1KP3/P1P3PP/R1B1QBNR b q - 3 10,black,d6e7,396.0,0.7573623242165263,0,,34,teacher_candidate,tactics,,,
537,tactics_0016,tactics,train,generated_0010,rnbqk1r1/pp1p1p2/3bpn1p/6p1/3p1P2/NP1KP3/P1P3PP/R1B1QBNR b q - 3 10,black,b7b5,224.0,0.5079774328978962,0,,34,teacher_candidate,tactics,,,
537,tactics_0016,tactics,train,generated_0010,rnbqk1r1/pp1p1p2/3bpn1p/6p1/3p1P2/NP1KP3/P1P3PP/R1B1QBNR b q - 3 10,black,d6e5,-632.0,-0.9186018928570672,0,,34,teacher_candidate,tactics,,,
572,tactics_0017,tactics,train,generated_0011,r1bqkb1r/p1ppn3/1p2p3/n4ppp/3P1P2/2P2KPB/PP2P2P/RNB1Q1NR w kq - 2 9,white,f4g5,-190.0,-0.4422303560457261,1,,25,teacher_candidate,tactics,,,
572,tactics_0017,tactics,train,generated_0011,r1bqkb1r/p1ppn3/1p2p3/n4ppp/3P1P2/2P2KPB/PP2P2P/RNB1Q1NR w kq - 2 9,white,f3f2,-266.0,-0.5816812695738734,0,,25,teacher_candidate,tactics,,,
572,tactics_0017,tactics,train,generated_0011,r1bqkb1r/p1ppn3/1p2p3/n4ppp/3P1P2/2P2KPB/PP2P2P/RNB1Q1NR w kq - 2 9,white,h3g2,-266.0,-0.5816812695738734,0,,25,teacher_candidate,tactics,,,
572,tactics_0017,tactics,train,generated_0011,r1bqkb1r/p1ppn3/1p2p3/n4ppp/3P1P2/2P2KPB/PP2P2P/RNB1Q1NR w kq - 2 9,white,c1d2,-374.0,-0.732916554933575,0,,25,teacher_candidate,tactics,,,
572,tactics_0017,tactics,train,generated_0011,r1bqkb1r/p1ppn3/1p2p3/n4ppp/3P1P2/2P2KPB/PP2P2P/RNB1Q1NR w kq - 2 9,white,g3g4,-1070.0,-0.9905485747952092,0,,25,teacher_candidate,tactics,,,
4978,tactics_0018,tactics,train,generated_0099,r2qkb1r/p1nppp1p/1p4Q1/8/7P/2P1P1nR/PP1P1Pb1/R1B1KBN1 b Qkq - 0 10,black,h7g6,705.0,0.9427815713989078,1,,36,teacher_candidate,tactics,,,
4978,tactics_0018,tactics,train,generated_0099,r2qkb1r/p1nppp1p/1p4Q1/8/7P/2P1P1nR/PP1P1Pb1/R1B1KBN1 b Qkq - 0 10,black,f7g6,632.0,0.9186018928570672,0,,36,teacher_candidate,tactics,,,
4978,tactics_0018,tactics,train,generated_0099,r2qkb1r/p1nppp1p/1p4Q1/8/7P/2P1P1nR/PP1P1Pb1/R1B1KBN1 b Qkq - 0 10,black,g2h3,419.0,0.7808325091874,0,,36,teacher_candidate,tactics,,,
4978,tactics_0018,tactics,train,generated_0099,r2qkb1r/p1nppp1p/1p4Q1/8/7P/2P1P1nR/PP1P1Pb1/R1B1KBN1 b Qkq - 0 10,black,e7e5,-79.0,-0.1949715316540321,0,,36,teacher_candidate,tactics,,,
4978,tactics_0018,tactics,train,generated_0099,r2qkb1r/p1nppp1p/1p4Q1/8/7P/2P1P1nR/PP1P1Pb1/R1B1KBN1 b Qkq - 0 10,black,f8g7,-1026.0,-0.9882364786381572,0,,36,teacher_candidate,tactics,,,
3356,tactics_0019,tactics,train,generated_0067,r1bqkbn1/1pppp1pr/p4p1p/6P1/Q1PP4/N3P3/nP3P1P/R1B1KBNR b KQq - 0 8,black,a2c1,70.0,0.1732351578346601,1,,19,teacher_candidate,tactics,,,
3356,tactics_0019,tactics,train,generated_0067,r1bqkbn1/1pppp1pr/p4p1p/6P1/Q1PP4/N3P3/nP3P1P/R1B1KBNR b KQq - 0 8,black,c7c6,-175.0,-0.4115700556740224,0,,19,teacher_candidate,tactics,,,
3356,tactics_0019,tactics,train,generated_0067,r1bqkbn1/1pppp1pr/p4p1p/6P1/Q1PP4/N3P3/nP3P1P/R1B1KBNR b KQq - 0 8,black,b7b5,-204.0,-0.4699451989330376,0,,19,teacher_candidate,tactics,,,
3356,tactics_0019,tactics,train,generated_0067,r1bqkbn1/1pppp1pr/p4p1p/6P1/Q1PP4/N3P3/nP3P1P/R1B1KBNR b KQq - 0 8,black,e7e6,-360.0,-0.7162978701990244,0,,19,teacher_candidate,tactics,,,
3356,tactics_0019,tactics,train,generated_0067,r1bqkbn1/1pppp1pr/p4p1p/6P1/Q1PP4/N3P3/nP3P1P/R1B1KBNR b KQq - 0 8,black,h6h5,-616.0,-0.9121203692077172,0,,19,teacher_candidate,tactics,,,
331,tactics_0020,tactics,train,generated_0006,rnb1kbnr/p2qpppp/8/1PPp4/2P4P/5P2/3PP1P1/RNBQKBNR b KQkq - 0 7,black,d5c4,-485.0,-0.8374278407728539,1,,29,teacher_candidate,tactics,,,
331,tactics_0020,tactics,train,generated_0006,rnb1kbnr/p2qpppp/8/1PPp4/2P4P/5P2/3PP1P1/RNBQKBNR b KQkq - 0 7,black,d5d4,-595.0,-0.9028636912994878,0,,29,teacher_candidate,tactics,,,
331,tactics_0020,tactics,train,generated_0006,rnb1kbnr/p2qpppp/8/1PPp4/2P4P/5P2/3PP1P1/RNBQKBNR b KQkq - 0 7,black,d7c7,-595.0,-0.9028636912994878,0,,29,teacher_candidate,tactics,,,
331,tactics_0020,tactics,train,generated_0006,rnb1kbnr/p2qpppp/8/1PPp4/2P4P/5P2/3PP1P1/RNBQKBNR b KQkq - 0 7,black,d7f5,-768.0,-0.9579173059590634,0,,29,teacher_candidate,tactics,,,
331,tactics_0020,tactics,train,generated_0006,rnb1kbnr/p2qpppp/8/1PPp4/2P4P/5P2/3PP1P1/RNBQKBNR b KQkq - 0 7,black,b8c6,-1044.0,-0.9892435056523028,0,,29,teacher_candidate,tactics,,,
1354,tactics_0021,tactics,train,generated_0027,rn2kb1r/pbqppp1n/7p/1pp3Q1/PP1P3N/2P5/R3PPPP/1NB1KB1R b Kkq - 0 9,black,h6g5,712.0,0.9446951553543538,1,,38,teacher_candidate,tactics,,,
1354,tactics_0021,tactics,train,generated_0027,rn2kb1r/pbqppp1n/7p/1pp3Q1/PP1P3N/2P5/R3PPPP/1NB1KB1R b Kkq - 0 9,black,h7g5,685.0,0.9369535544919974,0,,38,teacher_candidate,tactics,,,
1354,tactics_0021,tactics,train,generated_0027,rn2kb1r/pbqppp1n/7p/1pp3Q1/PP1P3N/2P5/R3PPPP/1NB1KB1R b Kkq - 0 9,black,a7a6,384.0,0.7442768673618373,0,,38,teacher_candidate,tactics,,,
1354,tactics_0021,tactics,train,generated_0027,rn2kb1r/pbqppp1n/7p/1pp3Q1/PP1P3N/2P5/R3PPPP/1NB1KB1R b Kkq - 0 9,black,c5c4,-351.0,-0.7051646778923848,0,,38,teacher_candidate,tactics,,,
